WMC,DIT,NOC,CBO,RFC,LCOM,Ca,Ce,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,AVG_CC,MAX_CC,FAULTY
6,1,0,3,22,15,0,3,5,1.2,129,1,0,0,0.375,0,0,20.1667,60,4,NotFaulty
4,1,0,3,10,0,0,3,4,0.2222,61,1,0,0,0.55,0,0,13.5,92,5,Faulty
4,2,0,1,7,4,0,1,2,0.8889,45,0.3333,3,0.8667,0.4444,1,1,9.5,93,1,NotFaulty
5,1,0,3,6,10,0,3,5,2,12,0,0,0,0.4667,0,0,1.4,75,1,NotFaulty
1,1,0,1,3,0,0,1,0,2,63,0,0,0,0,0,0,61,380,1,NotFaulty
5,2,0,4,10,6,0,4,3,0.75,56,0.3333,3,0.8125,0.3125,1,1,9.6,77,2,NotFaulty
29,1,0,1,29,406,0,1,29,2,29,0,0,0,0.5,0,0,0,14,1,NotFaulty
27,1,0,0,27,351,0,0,27,2,27,0,0,0,0.7037,0,0,0,16,1,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
8,1,0,2,14,10,0,2,3,0.6786,157,0.25,0,0,0.4583,0,0,18.125,57,4,NotFaulty
1,1,0,0,2,0,0,0,0,2,10,0,2,0,1,0,0,6,460,1,NotFaulty
56,3,0,5,91,616,0,5,49,0.525,1372,0.625,0,0.2838,0.1714,3,12,23.3571,10,4,NotFaulty
1,1,0,2,1,0,0,2,1,2,1,0,0,0,1,0,0,0,579,1,NotFaulty
2,1,0,7,9,0,0,7,2,0,33,1,0,0,0.625,0,0,15,290,1,NotFaulty
2,1,0,3,3,1,0,3,2,2,7,0,0,0,0.6667,0,0,2.5,291,1,NotFaulty
3,1,0,12,20,1,0,12,2,0,96,1,0,0,0.5833,0,0,30.6667,195,1,Faulty
2,1,0,3,4,1,0,3,2,2,10,0,0,0,0.6667,0,0,4,294,1,NotFaulty
5,1,0,0,11,10,0,0,2,1.25,54,1,0,0,0.9,0,0,8.8,119,5,NotFaulty
2,1,0,0,5,1,0,0,1,2,26,1,0,0,0.5,0,0,11.5,300,2,NotFaulty
8,1,0,2,13,28,0,2,6,1.1429,90,1,0,0,0.425,0,0,10.125,76,4,NotFaulty
5,1,0,3,18,10,0,3,3,1.25,118,1,0,0,0.4,0,0,22.4,125,5,Faulty
4,1,0,3,12,0,0,3,4,0.5556,87,1,0,0,0.5,0,0,20,2,3,NotFaulty
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.6667,0,0,0,3,1,NotFaulty
2,1,0,1,11,0,0,1,1,0,56,0,0,0,0.75,0,0,26.5,7,3,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,16,1,NotFaulty
2,1,0,1,5,1,0,1,2,2,9,0,0,0,0.75,0,0,3.5,9,1,NotFaulty
3,1,0,2,12,3,0,2,2,1.5,40,1,0,0,0.5556,0,0,11.6667,7,1,NotFaulty
7,1,0,1,17,0,0,1,6,0.1667,71,1,0,0,0.7857,0,0,9,4,2,NotFaulty
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.8,0,0,0,6,1,NotFaulty
6,1,0,1,16,0,0,1,6,0.4,83,1,0,0,0.4583,0,0,12.5,7,4,NotFaulty
6,1,0,1,21,0,0,1,6,0.3333,94,1,0,0,0.4583,0,0,14.1667,8,3,NotFaulty
12,1,0,2,37,32,0,2,10,0.4848,290,1,0,0,0.3833,0,0,22.9167,6,7,NotFaulty
3,1,0,0,18,0,0,0,1,0.5,81,1,0,0,0.6667,0,0,24.3333,27,2,NotFaulty
10,1,0,21,33,45,0,21,9,2,145,0,0,0,0.1833,0,0,13.5,10,3,Faulty
4,1,0,10,14,0,0,10,2,0.7778,154,1,0,0,0.3571,0,0,34.5,27,6,Faulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Faulty
35,1,0,9,54,421,0,9,21,0.9034,322,1,0,0,0.1214,0,0,7.8,4,2,NotFaulty
37,1,0,7,55,546,0,7,21,0.9048,252,1,0,0,0.2635,0,0,5.4324,5,2,Faulty
26,1,0,27,80,147,0,27,23,0.9015,490,0.6923,1,0,0.265,0,0,17.3462,9,12,Faulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Faulty
44,1,0,16,60,692,0,16,21,0.9281,618,0.9091,0,0,0.1047,0,0,12.2955,7,10,Faulty
3,1,0,14,30,3,0,14,1,0.5,143,0,0,0,0.5,0,0,38.6667,109,1,Faulty
2,1,0,4,10,0,0,4,1,0,42,0,0,0,0.6667,0,0,19,165,2,Faulty
20,1,0,7,42,110,0,7,0,0.8304,255,0.8889,0,0,0.1875,0,0,11.3,17,5,Faulty
2,1,0,7,9,0,0,7,1,0,52,0,0,0,0.625,0,0,23.5,180,3,Faulty
2,1,0,3,5,0,0,3,1,0,22,0,0,0,0.75,0,0,9.5,181,1,Faulty
20,1,0,27,80,48,0,27,2,0.9018,875,0.8919,0,0,0.1545,0,0,40.9,21,19,Faulty
2,1,0,10,8,0,0,10,2,0.4,61,1,0,0,0.6,0,0,27,221,2,NotFaulty
3,1,0,1,7,3,0,1,2,2,24,0,0,0,0.5556,0,0,7,148,2,NotFaulty
4,2,0,1,7,4,0,1,2,0.9444,78,0.1667,6,0.8667,0.4444,1,1,17,112,1,NotFaulty
3,1,0,1,4,0,0,1,3,0.5,20,1,0,0,0.5556,0,0,5,151,1,NotFaulty
2,3,0,0,5,1,0,0,2,2,38,0,0,0.9474,0.6667,1,1,18,229,4,NotFaulty
4,1,0,3,4,6,0,3,4,2,4,0,0,0,0.7,0,0,0,115,1,NotFaulty
4,2,0,1,7,4,0,1,2,0.9444,78,0.1667,6,0.8667,0.4444,1,1,17,116,1,NotFaulty
7,1,0,0,12,0,0,0,7,0.6667,88,1,0,0,0.5238,0,0,11,67,2,NotFaulty
4,2,0,1,7,4,0,1,2,0.9167,56,0.25,4,0.8667,0.4444,1,1,12,119,1,NotFaulty
3,1,0,0,7,3,0,0,2,2,31,0,0,0,0.5556,0,0,9.3333,160,1,NotFaulty
6,1,0,3,24,15,0,3,5,1.2,124,1,0,0,0.375,0,0,19.3333,82,4,NotFaulty
4,1,0,3,9,0,0,3,4,0.25,69,1,0,0,0.5417,0,0,15.25,125,5,NotFaulty
4,2,0,1,7,4,0,1,2,0.8889,45,0.3333,3,0.8667,0.4444,1,1,9.5,126,1,NotFaulty
5,1,0,4,6,10,0,4,5,2,12,0,0,0,0.6,0,0,1.4,102,1,NotFaulty
1,1,0,1,3,0,0,1,0,2,63,0,0,0,0,0,0,61,513,1,NotFaulty
5,2,0,4,10,6,0,4,3,0.75,56,0.3333,3,0.8125,0.3125,1,1,9.6,103,2,NotFaulty
29,1,0,1,29,406,0,1,29,2,29,0,0,0,0.5,0,0,0,18,1,NotFaulty
27,1,0,0,27,351,0,0,27,2,27,0,0,0,0.7037,0,0,0,21,1,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
8,1,0,2,14,10,0,2,3,0.6786,157,0.25,0,0,0.4583,0,0,18.125,74,4,NotFaulty
1,1,0,0,2,0,0,0,0,2,10,0,2,0,1,0,0,6,593,1,NotFaulty
56,3,0,5,91,616,0,5,49,0.525,1372,0.625,0,0.2838,0.1714,3,12,23.3571,12,4,NotFaulty
2,1,0,0,3,0,0,0,0,0,22,1,0,0,0.6667,0,0,9,356,1,NotFaulty
1,1,0,2,2,0,0,2,0,2,12,1,0,0,1,0,0,9,714,1,NotFaulty
8,1,0,19,48,22,0,19,2,1.0476,392,1,0,0,0.3056,0,0,47.25,92,11,Faulty
1,1,0,2,1,0,0,2,1,2,1,0,0,0,1,0,0,0,741,1,NotFaulty
12,1,0,9,17,50,0,9,9,0.9091,154,1,0,0,0.2381,0,0,11.1667,62,3,NotFaulty
1,1,0,3,1,0,0,3,1,2,1,0,0,0,1,0,0,0,756,1,NotFaulty
3,1,0,8,10,1,0,8,3,0.5,38,1,0,0,0.5333,0,0,11.3333,253,1,Faulty
2,1,0,4,3,1,0,4,2,2,7,0,0,0,0.625,0,0,2.5,380,1,NotFaulty
1,1,0,1,3,0,0,1,0,2,63,0,0,0,0,0,0,61,762,1,Faulty
4,1,0,15,26,4,0,15,3,0.6667,404,1,0,0,0.5,0,0,99.75,193,7,Faulty
2,1,0,4,4,1,0,4,2,2,10,0,0,0,0.625,0,0,4,387,1,Faulty
1,1,0,1,3,0,0,1,0,2,56,0,0,0,0,0,0,54,775,1,NotFaulty
10,1,0,12,40,21,0,12,3,0.9383,211,0.7778,0,0,0.56,0,0,19.2,78,3,NotFaulty
8,2,0,1,19,12,0,1,5,0.8571,194,0.3,8,0.6842,0.5238,1,1,22,100,4,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,801,1,NotFaulty
1,1,0,1,3,0,0,1,0,2,21,0,0,0,0,0,0,19,802,1,NotFaulty
2,1,0,3,7,0,0,3,2,0,25,1,0,0,0.625,0,0,11,403,4,NotFaulty
1,1,0,1,3,0,0,1,0,2,21,0,0,0,0,0,0,19,808,1,NotFaulty
2,1,0,4,7,0,0,4,2,0,28,1,0,0,0.625,0,0,12.5,406,4,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,814,1,NotFaulty
1,1,0,1,3,0,0,1,0,2,21,0,0,0,0,0,0,19,815,1,Faulty
5,1,0,9,23,10,0,9,3,2,290,0,0,0,0.275,0,0,57,171,15,Faulty
3,1,0,0,7,3,0,0,2,1.5,32,1,0,0,0.3333,0,0,9.3333,286,2,NotFaulty
11,1,0,2,16,43,0,2,8,0.6,106,1,0,0,0.34,0,0,8.4545,79,5,NotFaulty
6,1,0,3,20,15,0,3,3,1.2,141,1,0,0,0.3889,0,0,22.1667,149,6,Faulty
4,1,0,3,12,0,0,3,4,0.5556,87,1,0,0,0.5,0,0,20,2,3,NotFaulty
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.6667,0,0,0,3,1,NotFaulty
2,1,0,1,11,0,0,1,1,0,56,0,0,0,0.75,0,0,26.5,7,3,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,16,1,NotFaulty
2,1,0,1,5,1,0,1,2,2,9,0,0,0,0.75,0,0,3.5,9,1,NotFaulty
3,1,0,2,12,3,0,2,2,1.5,40,1,0,0,0.5556,0,0,11.6667,7,1,NotFaulty
7,1,0,1,17,0,0,1,6,0.1667,71,1,0,0,0.7857,0,0,9,4,2,NotFaulty
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.8,0,0,0,6,1,NotFaulty
6,1,0,1,16,0,0,1,6,0.4,83,1,0,0,0.4583,0,0,12.5,7,4,NotFaulty
6,1,0,1,21,0,0,1,6,0.3333,94,1,0,0,0.4583,0,0,14.1667,8,3,NotFaulty
12,1,0,2,37,32,0,2,10,0.4848,290,1,0,0,0.3833,0,0,22.9167,6,7,NotFaulty
3,1,0,0,18,0,0,0,1,0.5,81,1,0,0,0.6667,0,0,24.3333,27,2,NotFaulty
10,1,0,19,31,45,0,19,9,2,131,0,0,0,0.1571,0,0,12.1,9,3,NotFaulty
4,1,0,10,15,0,0,10,2,0.75,159,1,0,0,0.375,0,0,35.75,27,6,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
46,1,0,10,70,803,0,10,26,0.9275,418,1,0,0,0.1137,0,0,7.6739,3,2,NotFaulty
44,1,0,10,71,792,0,10,22,0.918,351,1,0,0,0.2227,0,0,6.5455,4,4,NotFaulty
39,1,0,30,93,503,0,30,36,0.8925,623,0.6667,1,0,0.2711,0,0,14.6667,7,14,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
44,1,0,16,60,692,0,16,21,0.9281,619,0.9091,0,0,0.1047,0,0,12.3182,8,10,NotFaulty
4,1,0,18,35,4,0,18,1,0.625,175,0,0,0,0.4375,0,0,36.75,92,3,NotFaulty
2,1,0,4,10,0,0,4,1,0,42,0,0,0,0.6667,0,0,19,186,2,NotFaulty
21,1,0,7,43,126,0,7,0,0.845,265,0.9,0,0,0.1845,0,0,11.1429,19,5,NotFaulty
1,1,0,5,2,0,0,5,1,2,36,0,0,0,1,0,0,27,402,1,NotFaulty
2,1,0,4,5,0,0,4,1,0,33,0,0,0,0.6667,0,0,14,202,1,NotFaulty
2,1,0,10,10,0,0,10,1,0,54,0,0,0,0.625,0,0,24.5,203,2,NotFaulty
2,1,0,4,5,0,0,4,1,0,21,0,0,0,0.75,0,0,9,204,1,NotFaulty
1,3,0,1,2,0,0,1,0,2,8,0,0,1,1,0,0,6,410,1,NotFaulty
27,1,0,31,92,161,0,31,3,0.9291,971,0.8684,0,0,0.1414,0,0,33.5556,18,14,NotFaulty
2,1,0,10,11,0,0,10,2,0.4,77,1,0,0,0.6,0,0,35,251,3,NotFaulty
9,2,0,0,16,0,0,0,9,0.4167,90,1,0,0.5294,0.3556,1,2,8.6667,56,1,NotFaulty
3,1,0,1,7,3,0,1,2,2,24,0,0,0,0.5556,0,0,7,172,2,NotFaulty
4,2,0,1,7,4,0,1,2,0.9444,78,0.1667,6,0.8667,0.4444,1,1,17,130,1,NotFaulty
3,1,0,1,4,0,0,1,3,0.5,20,1,0,0,0.5556,0,0,5,174,1,NotFaulty
2,3,0,0,5,1,0,0,2,2,38,0,0,0.9474,0.6667,1,1,18,264,4,NotFaulty
4,1,0,3,4,6,0,3,4,2,4,0,0,0,0.7,0,0,0,133,1,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,533,1,NotFaulty
4,2,0,1,7,4,0,1,2,0.9444,78,0.1667,6,0.8667,0.4444,1,1,17,134,1,NotFaulty
7,1,0,0,12,0,0,0,7,0.6667,88,1,0,0,0.5238,0,0,11,77,2,NotFaulty
4,2,0,1,7,4,0,1,2,0.9167,56,0.25,4,0.8667,0.4444,1,1,12,137,1,NotFaulty
3,1,0,0,7,3,0,0,2,2,31,0,0,0,0.5556,0,0,9.3333,184,1,NotFaulty
6,1,0,3,24,15,0,3,5,1.2,124,1,0,0,0.375,0,0,19.3333,94,4,NotFaulty
4,1,0,3,9,0,0,3,4,0.25,69,1,0,0,0.5417,0,0,15.25,143,5,NotFaulty
4,2,0,1,7,4,0,1,2,0.8889,45,0.3333,3,0.8667,0.4444,1,1,9.5,144,1,NotFaulty
5,1,0,4,6,10,0,4,5,2,12,0,0,0,0.6,0,0,1.4,116,1,NotFaulty
1,1,0,1,3,0,0,1,0,2,63,0,0,0,0,0,0,61,584,1,NotFaulty
5,2,0,4,10,6,0,4,3,0.75,56,0.3333,3,0.8125,0.3125,1,1,9.6,118,2,NotFaulty
29,1,0,1,29,406,0,1,29,2,29,0,0,0,0.5,0,0,0,21,1,NotFaulty
27,1,0,0,27,351,0,0,27,2,27,0,0,0,0.7037,0,0,0,23,1,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
8,1,0,2,14,10,0,2,3,0.6786,157,0.25,0,0,0.4583,0,0,18.125,82,4,NotFaulty
1,1,0,0,2,0,0,0,0,2,10,0,2,0,1,0,0,6,664,1,NotFaulty
56,3,0,5,91,616,0,5,49,0.525,1372,0.625,0,0.2838,0.1714,3,12,23.3571,13,4,NotFaulty
2,1,0,0,3,0,0,0,0,0,22,0,0,0,0.6667,0,0,9,392,1,NotFaulty
1,1,0,2,2,0,0,2,0,2,12,0,0,0,1,0,0,9,785,1,NotFaulty
9,1,0,19,52,30,0,19,2,1.0417,410,1,0,0,0.3333,0,0,43.8889,90,11,NotFaulty
1,1,0,2,1,0,0,2,1,2,1,0,0,0,1,0,0,0,816,1,NotFaulty
13,1,0,9,19,60,0,9,10,0.9167,163,1,0,0,0.2308,0,0,10.8462,63,3,NotFaulty
1,1,0,3,1,0,0,3,1,2,1,0,0,0,1,0,0,0,832,1,NotFaulty
4,1,0,9,12,4,0,9,4,0.3333,79,1,0,0,0.3929,0,0,17.75,210,7,NotFaulty
3,1,0,7,7,1,0,7,3,0,39,1,0,0,0.5333,0,0,11.3333,282,2,NotFaulty
2,1,0,4,4,1,0,4,2,2,10,0,0,0,0.625,0,0,4,424,1,NotFaulty
1,1,0,1,3,0,0,1,0,2,56,0,0,0,0,0,0,54,850,1,NotFaulty
10,1,0,13,44,21,0,13,3,0.9383,227,0.7778,0,0,0.58,0,0,20.8,86,3,NotFaulty
8,2,0,1,20,12,0,1,5,0.8571,196,0.3,8,0.6842,0.5238,1,1,22.25,109,4,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,876,1,NotFaulty
1,1,0,1,3,0,0,1,0,2,21,0,0,0,0,0,0,19,877,1,NotFaulty
2,1,0,3,7,0,0,3,2,0,25,1,0,0,0.625,0,0,11,441,4,NotFaulty
1,1,0,1,3,0,0,1,0,2,21,0,0,0,0,0,0,19,883,1,NotFaulty
2,1,0,4,7,0,0,4,2,0,28,1,0,0,0.625,0,0,12.5,444,4,NotFaulty
8,1,0,4,8,28,0,4,8,2,8,0,0,0,0.4167,0,0,0,112,1,NotFaulty
10,1,0,7,16,35,0,7,10,0.7407,61,1,0,0,0.2833,0,0,4.8,90,2,NotFaulty
12,1,0,8,26,0,0,8,11,0.4091,210,1,0,0,0.2143,0,0,16.3333,78,8,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,941,1,NotFaulty
1,1,0,1,3,0,0,1,0,2,21,0,0,0,0,0,0,19,942,1,Faulty
6,1,0,5,17,13,0,5,4,1,261,1,0,0,0.4,0,0,42.1667,161,11,Faulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,971,1,NotFaulty
5,1,0,1,11,10,0,1,3,1.25,83,0,0,0,0.3667,0,0,15.2,196,4,NotFaulty
11,1,0,2,16,43,0,2,8,0.6,106,1,0,0,0.34,0,0,8.4545,90,5,NotFaulty
7,1,0,3,25,21,0,3,4,1.1667,169,1,0,0,0.3214,0,0,22.8571,145,6,NotFaulty
7,1,0,2,7,21,0,2,7,2,7,0,0,0,0.4,0,0,0,1,1,NotFaulty
0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
15,1,0,7,36,71,0,7,13,0.8182,317,0.7273,0,0,0.2302,0,0,19.4,2,7,NotFaulty
3,1,0,1,9,1,0,1,2,0,54,0,0,0,0.6667,0,0,16.6667,16,3,NotFaulty
2,2,0,0,3,1,0,0,1,2,6,0,0,0.8333,0.75,1,1,2,25,1,NotFaulty
6,3,0,2,12,0,0,2,4,0,67,0,0,0.7143,0.3889,1,4,10,9,1,NotFaulty
12,1,0,5,32,30,0,5,7,0.6182,231,0.8,0,0,0.2396,0,0,17.8333,6,3,NotFaulty
16,1,0,3,29,86,0,3,3,0.8111,189,0.8333,0,0,0.1813,0,0,10.4375,5,3,NotFaulty
42,1,0,7,127,537,0,7,14,0.8659,1471,0.7143,0,0,0.1653,0,0,33.3571,5,15,NotFaulty
16,1,0,10,38,36,0,10,13,0.8485,360,0.7273,0,0,0.2467,0,0,20.8125,15,7,Faulty
2,3,0,1,7,0,0,1,1,0,48,0,0,0.9474,0.6667,0,0,22.5,129,3,NotFaulty
6,1,0,2,19,0,0,2,4,0.6857,256,1,0,0,0.3667,0,0,40.5,46,10,NotFaulty
5,1,0,0,21,10,0,0,0,1,113,0,0,0,0.25,0,0,21.2,58,5,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,292,1,NotFaulty
2,1,0,1,5,1,0,1,2,2,9,0,0,0,0.75,0,0,3.5,147,1,NotFaulty
3,1,0,2,12,3,0,2,2,1.5,40,1,0,0,0.5556,0,0,11.6667,99,1,NotFaulty
10,1,0,2,20,15,0,2,9,0.1111,92,1,0,0,0.45,0,0,8.1,30,2,NotFaulty
0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.8,0,0,0,62,1,NotFaulty
9,1,0,2,19,6,0,2,9,0.375,105,1,0,0,0.3333,0,0,10.4444,36,4,NotFaulty
9,1,0,2,24,6,0,2,9,0.2917,115,1,0,0,0.3333,0,0,11.4444,37,3,NotFaulty
12,1,0,2,37,32,0,2,10,0.4848,290,1,0,0,0.3833,0,0,22.9167,30,7,NotFaulty
3,1,0,0,18,0,0,0,1,0.5,81,1,0,0,0.625,0,0,24.3333,122,2,NotFaulty
11,1,0,18,33,55,0,18,9,2,141,0,0,0,0.1477,0,0,11.8182,35,3,Faulty
3,1,0,10,14,0,0,10,2,0.6364,144,1,0,0,0.4667,0,0,43.3333,130,3,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
47,1,0,10,71,857,0,10,27,0.9279,422,1,0,0,0.1146,0,0,7.5745,9,2,NotFaulty
44,1,0,9,67,796,0,9,22,0.9192,331,1,0,0,0.2227,0,0,6.0909,11,3,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
42,1,0,32,100,623,0,32,38,0.8963,646,0.6667,1,0,0.2585,0,0,14.0952,13,13,NotFaulty
1,1,0,1,3,0,0,1,0,2,21,0,0,0,0,0,0,19,565,1,NotFaulty
47,1,0,15,63,835,0,15,26,0.9236,618,0.9032,0,0,0.1187,0,0,11.4894,13,10,NotFaulty
2,1,0,3,7,0,0,3,2,0,25,1,0,0,0.625,0,0,11,327,4,NotFaulty
2,1,0,4,7,0,0,4,2,0,28,1,0,0,0.625,0,0,12.5,329,4,NotFaulty
4,1,0,16,32,4,0,16,1,0.6167,153,0,0,0,0.4375,0,0,32.25,166,3,NotFaulty
2,1,0,4,10,0,0,4,1,0,50,0,0,0,0.6667,0,0,23,335,4,NotFaulty
22,1,0,7,43,143,0,7,0,0.8476,271,0.9,0,0,0.1667,0,0,10.8636,31,5,NotFaulty
1,1,0,5,2,0,0,5,1,2,36,0,0,0,1,0,0,27,700,1,NotFaulty
2,1,0,4,5,0,0,4,1,0,33,0,0,0,0.6667,0,0,14,351,1,Faulty
2,1,0,10,10,0,0,10,1,0,54,0,0,0,0.625,0,0,24.5,352,2,Faulty
2,1,0,4,5,0,0,4,1,0,21,0,0,0,0.75,0,0,9,353,1,Faulty
1,3,0,1,2,0,0,1,0,2,8,0,0,1,1,0,0,6,708,1,NotFaulty
25,1,0,29,84,110,0,29,3,0.9178,987,0.8649,0,0,0.1345,0,0,37,31,14,Faulty
2,1,0,10,9,0,0,10,2,0.4,63,1,0,0,0.6,0,0,28,396,1,NotFaulty
10,2,0,0,19,0,0,0,10,0.5,62,1,0,0.5,0.34,1,2,5,80,1,NotFaulty
4,2,0,1,7,4,0,1,2,0.9444,78,0.1667,6,0.8667,0.4444,1,1,17,201,1,NotFaulty
3,1,0,1,4,0,0,1,3,0.5,20,1,0,0,0.5556,0,0,5,270,1,NotFaulty
2,3,0,0,5,1,0,0,2,2,38,0,0,0.9474,0.6667,1,1,18,407,4,NotFaulty
4,2,0,1,7,4,0,1,2,0.9444,78,0.1667,6,0.8667,0.4444,1,1,17,204,1,NotFaulty
7,1,0,0,12,0,0,0,7,0.6667,88,1,0,0,0.5238,0,0,11,118,2,NotFaulty
4,2,0,1,7,4,0,1,2,0.9167,56,0.25,4,0.8667,0.4444,1,1,12,207,1,NotFaulty
4,2,0,1,7,4,0,1,2,0.8889,45,0.3333,3,0.8667,0.4444,1,1,9.5,208,1,NotFaulty
1,1,0,1,3,0,0,1,0,2,63,0,0,0,0,0,0,61,836,1,NotFaulty
5,2,0,4,10,6,0,4,3,0.75,56,0.3333,3,0.8125,0.3125,1,1,9.6,168,2,NotFaulty
29,1,0,1,29,406,0,1,29,2,29,0,0,0,0.5,0,0,0,30,1,NotFaulty
27,1,0,0,27,351,0,0,27,2,27,0,0,0,0.7037,0,0,0,33,1,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
8,1,0,2,14,10,0,2,3,0.6786,157,0.25,0,0,0.4583,0,0,18.125,114,4,NotFaulty
1,1,0,0,2,0,0,0,0,2,10,0,2,0,1,0,0,6,916,1,NotFaulty
56,3,0,5,91,616,0,5,49,0.525,1372,0.625,0,0.2838,0.1714,3,12,23.3571,18,4,NotFaulty
2,1,0,0,3,0,0,0,0,0,22,0,0,0,0.6667,0,0,9,518,1,NotFaulty
