WMC,DIT,NOC,CBO,RFC,LCOM,Ca,Ce,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,AVG_CC,MAX_CC,FAULTY
1,1,0,2,1,0,0,2,1,2,1,0,0,0,1,0,0,0,1012,1,NotFaulty
2,1,0,6,10,1,0,6,2,2,28,0,0,0,0.6667,0,0,13,508,3,NotFaulty
4,2,0,1,7,4,0,1,2,0.8889,45,0.3333,3,0.8667,0.4444,1,1,9.5,255,1,NotFaulty
6,2,0,1,8,15,0,1,5,1,40,0,1,0.75,0.4667,0,0,5.5,171,2,NotFaulty
5,1,0,3,5,10,0,3,5,2,5,0,0,0,0.3714,0,0,0,206,1,NotFaulty
5,1,0,3,5,10,0,3,5,1.25,6,0,0,0,0.6,0,0,0,207,1,NotFaulty
3,1,0,2,6,3,0,2,2,1,23,0,0,0,0.5,0,0,6.3333,346,1,Faulty
1,1,0,1,3,0,0,1,0,2,28,0,0,0,0,0,0,26,1041,1,NotFaulty
4,2,0,1,7,4,0,1,2,0.9167,56,0.25,4,0.8667,0.4444,1,1,12,261,1,NotFaulty
4,2,0,1,7,4,0,1,2,0.9167,56,0.25,4,0.8667,0.4444,1,1,12,262,1,NotFaulty
4,1,0,3,21,6,0,3,4,2,147,0,0,0,0.25,0,0,35.75,265,5,NotFaulty
12,1,0,6,12,66,0,6,12,2,12,0,0,0,0.3333,0,0,0,89,1,NotFaulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,537,1,NotFaulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,538,1,NotFaulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,539,1,NotFaulty
4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.75,0,0,0,270,1,NotFaulty
1,1,0,1,3,0,0,1,0,2,77,0,0,0,0,0,0,75,1083,1,NotFaulty
16,1,0,7,16,120,0,7,16,2,16,0,0,0,0.2375,0,0,0,68,1,NotFaulty
1,1,0,1,3,0,0,1,0,2,21,0,0,0,0,0,0,19,1100,1,Faulty
6,1,0,16,32,0,0,16,3,0,398,0.6667,0,0,0.3333,0,0,64.8333,188,19,NotFaulty
1,1,0,1,3,0,0,1,0,2,28,0,0,0,0,0,0,26,1133,1,Faulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1134,1,NotFaulty
2,1,0,2,2,1,0,2,2,2,2,0,0,0,1,0,0,0,568,1,NotFaulty
10,1,0,7,23,0,0,7,10,0.4167,177,1,0,0,0.2714,0,0,16.3,115,6,NotFaulty
9,1,0,5,26,16,0,5,8,0.3,283,1,0,0,0.2593,0,0,29.8889,131,7,NotFaulty
4,2,0,1,7,4,0,1,2,0.9167,56,0.25,4,0.8667,0.4444,1,1,12,297,1,NotFaulty
9,1,0,1,19,0,0,1,9,0.4063,183,1,0,0,0.5185,1,1,18.8889,134,12,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1211,1,NotFaulty
3,1,0,1,7,0,0,1,3,0,22,1,0,0,0.6667,0,0,6,404,1,NotFaulty
2,1,0,2,4,0,0,2,1,0.5,18,1,0,0,0.6667,0,0,7,608,1,NotFaulty
4,2,0,1,7,4,0,1,2,0.9333,67,0.2,5,0.8667,0.4444,1,1,14.5,305,1,NotFaulty
5,1,0,3,5,10,0,3,5,2,5,0,0,0,0.4,0,0,0,245,1,NotFaulty
7,1,0,3,11,1,0,3,6,0,63,0.5,0,0,0.3571,0,0,7.7143,176,2,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1234,1,NotFaulty
5,1,0,2,5,10,0,2,5,2,5,0,0,0,0.6,0,0,0,247,1,NotFaulty
44,1,0,13,113,0,0,13,42,0.6512,882,0.8,1,0,0.1279,0,0,18.9318,30,9,NotFaulty
4,2,0,1,7,4,0,1,2,0.9333,67,0.2,5,0.8667,0.4444,1,1,14.5,336,1,NotFaulty
3,1,0,5,7,3,0,5,3,2,57,0,0,0,0.3333,0,0,18,452,9,NotFaulty
10,1,0,13,40,1,0,13,10,0.9306,216,0.125,0,0,0.2,1,1,19.8,138,5,NotFaulty
5,1,0,2,9,0,0,2,5,0.375,39,1,0,0,0.4667,0,0,6.4,277,2,NotFaulty
18,2,0,7,37,45,0,7,17,0.4412,239,1,0,0.5,0.2353,1,5,12.0556,79,4,NotFaulty
1,1,0,1,3,0,0,1,0,2,28,0,0,0,0,0,0,26,1423,1,NotFaulty
23,4,0,9,66,209,0,9,21,0.6705,352,1,0,0.7921,0.1739,3,4,14.1304,63,4,NotFaulty
1,1,0,1,3,0,0,1,0,2,28,0,0,0,0,0,0,26,1465,1,NotFaulty
20,4,0,9,59,146,0,9,18,0.6711,315,1,0,0.8269,0.18,3,4,14.55,75,4,NotFaulty
4,1,0,1,4,6,0,1,4,2,4,0,0,0,0.5833,0,0,0,376,1,NotFaulty
1,1,0,1,3,0,0,1,0,2,21,0,0,0,0,0,0,19,1507,1,NotFaulty
19,4,0,9,50,127,0,9,17,0.6806,261,1,0,0.6383,0.1789,2,2,12.5263,81,5,NotFaulty
23,1,0,8,51,0,0,8,19,0.6667,271,0.8333,0,0,0.1902,0,0,10.5217,68,3,NotFaulty
5,1,0,4,11,0,0,4,5,0.25,44,1,0,0,0.4667,0,0,7.4,315,2,NotFaulty
23,1,0,16,56,97,0,16,22,0.697,342,0.6667,0,0,0.2159,0,0,13.7391,70,3,NotFaulty
5,1,0,9,17,0,0,9,5,0.75,81,0.5,0,0,0.4667,0,0,14.8,324,2,NotFaulty
1,1,0,0,2,0,0,0,1,2,4,0,0,0,1,0,0,3,1624,1,NotFaulty
5,1,0,4,11,0,0,4,5,0.25,44,1,0,0,0.4667,0,0,7.4,326,2,NotFaulty
37,1,0,16,87,600,0,16,31,0.6157,522,1,0,0,0.121,0,0,12.9459,45,3,NotFaulty
2,1,0,5,7,0,0,5,1,0,32,0,0,0,0.6667,0,0,14.5,845,4,Faulty
3,1,0,4,5,1,0,4,2,0.3333,28,0,0,0,0.5,0,0,7.3333,564,1,Faulty
3,1,0,3,5,1,0,3,2,0.5,22,0,0,0,0.5556,0,0,5.6667,565,1,Faulty
3,1,0,3,5,1,0,3,2,0.5,22,0,0,0,0.5556,0,0,5.6667,566,1,Faulty
3,1,0,3,4,1,0,3,2,0.5,21,0,0,0,0.5556,0,0,5.3333,567,1,Faulty
3,1,0,2,5,1,0,2,2,0.5,22,0,0,0,0.5556,0,0,5.6667,568,1,Faulty
3,1,0,2,4,1,0,2,2,0.5,22,0,0,0,0.5556,0,0,5.6667,569,1,Faulty
2,1,0,2,4,0,0,2,1,0.5,17,0,0,0,0.6667,0,0,6.5,855,1,Faulty
2,1,0,2,4,0,0,2,1,0.5,17,0,0,0,0.6667,0,0,6.5,856,1,Faulty
2,1,0,3,4,0,0,3,1,0.3333,23,0,0,0,0.625,0,0,9,857,1,Faulty
2,1,0,4,5,0,0,4,1,0.3333,30,0,0,0,0.625,0,0,12.5,858,1,Faulty
3,1,0,6,6,1,0,6,2,0,19,0,0,0,0.6667,0,0,5,573,1,Faulty
2,1,0,4,5,0,0,4,1,0.3333,30,0,0,0,0.625,0,0,12.5,861,1,Faulty
2,1,0,3,4,0,0,3,1,0,20,0,0,0,0.6667,0,0,8,862,1,Faulty
2,1,0,3,4,0,0,3,1,0,20,0,0,0,0.6667,0,0,8,863,1,Faulty
3,1,0,2,4,1,0,2,2,0.5,21,0,0,0,0.5556,0,0,5.3333,576,1,Faulty
3,1,0,2,4,1,0,2,2,0.5,21,0,0,0,0.5556,0,0,5.3333,577,1,Faulty
3,1,0,6,6,1,0,6,2,0,19,0,0,0,0.6667,0,0,5,578,1,Faulty
3,1,0,3,4,1,0,3,2,0.5,21,0,0,0,0.5556,0,0,5.3333,579,1,Faulty
3,1,0,2,5,1,0,2,2,0.5,22,0,0,0,0.5556,0,0,5.6667,580,1,Faulty
3,1,0,3,6,1,0,3,2,0.5,23,0,0,0,0.5556,0,0,6,581,1,Faulty
3,1,0,2,4,1,0,2,2,0.5,21,0,0,0,0.5556,0,0,5.3333,582,1,Faulty
3,1,0,2,5,1,0,2,2,0.5,22,0,0,0,0.5556,0,0,5.6667,583,1,Faulty
3,1,0,3,4,1,0,3,2,0.5,22,0,0,0,0.5556,0,0,5.6667,584,1,Faulty
4,4,0,0,8,6,0,0,4,2,20,0,0,1,0.6667,0,0,4,439,1,NotFaulty
29,1,0,4,50,300,0,4,28,0.9034,475,1,0,0,0.2315,0,0,14.7931,62,17,NotFaulty
4,1,0,3,11,0,0,3,3,0,67,0,0,0,0.4643,0,0,15.25,452,1,Faulty
1,1,0,1,3,0,0,1,0,2,63,0,0,0,0,0,0,61,1812,1,Faulty
4,1,0,4,11,6,0,4,2,2,66,0,0,0,0.4375,0,0,15.5,454,4,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1820,1,NotFaulty
3,1,0,2,4,3,0,2,1,2,11,0,0,0,0.5556,0,0,2.6667,607,1,NotFaulty
4,1,0,5,8,4,0,5,2,0,38,1,0,0,0.45,0,0,8.25,457,3,NotFaulty
4,1,0,7,15,6,0,7,2,2,72,0,0,0,0.4375,0,0,17,459,4,NotFaulty
4,1,0,4,13,6,0,4,2,2,62,0,0,0,0.4375,0,0,14.5,460,4,NotFaulty
4,1,0,4,15,6,0,4,2,2,71,0,0,0,0.4375,0,0,16.75,462,4,NotFaulty
5,1,0,17,18,8,0,17,1,0.75,162,0.5,1,0,0.375,0,0,31,373,13,NotFaulty
4,1,0,4,12,6,0,4,2,2,60,0,0,0,0.4375,0,0,14,468,4,NotFaulty
4,4,0,0,8,6,0,0,4,2,20,0,0,1,0.6667,0,0,4,469,1,NotFaulty
9,1,0,7,20,0,0,7,9,0,83,1,0,0,0.4444,0,0,8.1111,210,3,NotFaulty
5,1,0,1,5,10,0,1,5,2,5,0,0,0,0.4,0,0,0,379,1,NotFaulty
4,1,0,2,6,6,0,2,3,2,24,0,0,0,0.5,0,0,5,475,3,NotFaulty
5,1,0,1,13,8,0,1,4,0.75,158,1,1,0,0.4167,0,0,30.4,384,15,NotFaulty
17,1,0,5,51,44,0,5,13,0.5625,368,1,0,0,0.2857,0,0,20.5294,114,6,NotFaulty
11,1,0,0,30,0,0,0,11,0.1,132,1,0,0,0.6061,0,0,10.9091,178,5,NotFaulty
2,4,0,0,4,1,0,0,2,2,11,0,0,1,0.8333,0,0,4.5,983,1,NotFaulty
13,1,0,3,13,78,0,3,13,2,13,0,0,0,0.5769,0,0,0,152,1,NotFaulty
21,1,0,14,95,210,0,14,7,1.05,1609,0.5,0,0,0.4069,0,0,75.5238,101,26,Faulty
6,1,0,4,6,15,0,4,6,2,6,0,0,0,0.8889,0,0,0,356,1,NotFaulty
22,1,0,11,57,15,0,11,20,0.5357,686,1,0,0,0.2576,0,0,30,100,20,NotFaulty
8,1,0,8,25,28,0,8,8,2,138,0,0,0,0.75,0,0,16.25,276,2,NotFaulty
14,1,0,4,15,91,0,4,14,2,31,0,0,0,0.5476,0,0,1.2143,158,1,NotFaulty
7,1,0,7,18,9,0,7,7,0.5,101,0,0,0,0.6939,0,0,13.2857,320,7,Faulty
1,1,0,1,3,0,0,1,0,2,182,0,0,0,0,0,0,180,2241,1,NotFaulty
32,1,0,10,44,478,0,10,30,0.871,317,1,0,0,0.3875,0,0,8.8438,71,10,NotFaulty
6,2,0,1,11,15,0,1,3,1,44,0,1,0.75,0.7,1,1,6.1667,382,2,NotFaulty
4,2,0,1,7,4,0,1,2,0.9167,56,0.25,4,0.8667,0.4444,1,1,12,575,1,NotFaulty
4,2,0,1,7,4,0,1,2,0.9444,78,0.1667,6,0.8667,0.4444,1,1,17,576,1,NotFaulty
4,2,0,1,7,4,0,1,2,0.9167,56,0.25,4,0.8667,0.4444,1,1,12,577,1,NotFaulty
4,2,0,1,7,4,0,1,2,0.9877,309,0.037,27,0.8667,0.4444,1,1,69.5,578,1,NotFaulty
2,1,0,4,2,1,0,4,2,2,2,0,0,0,0.6667,0,0,0,1157,1,NotFaulty
1,1,0,1,3,0,0,1,0,2,182,0,0,0,0,0,0,180,2315,1,NotFaulty
27,1,0,5,29,351,0,5,27,2,168,0,0,0,0.6667,0,0,5.2222,86,2,NotFaulty
11,2,0,1,13,55,0,1,10,1,20,0,1,0.4,0.55,0,0,0.7273,214,1,NotFaulty
12,1,0,4,19,54,0,4,11,0.7273,107,0,1,0,0.2159,0,0,7.8333,197,3,NotFaulty
30,2,0,3,64,123,0,3,23,0.8759,1349,0.4667,5,0.1765,0.1724,1,2,43.4667,82,8,NotFaulty
38,1,0,13,82,0,0,13,36,0.7342,611,0.1667,1,0,0.1284,1,1,14.9211,66,6,NotFaulty
13,1,0,3,13,78,0,3,12,1.0667,21,0,0,0,0.3889,0,0,0.2308,195,1,NotFaulty
3,1,0,2,6,3,0,2,2,1,23,0,0,0,0.5,0,0,6.3333,848,1,NotFaulty
1,1,0,1,3,0,0,1,0,2,21,0,0,0,0,0,0,19,2547,1,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
18,1,0,4,34,61,0,4,15,0.4118,182,1,0,0,0.2639,0,0,8.8889,142,3,NotFaulty
6,1,0,15,27,13,0,15,3,1.1333,277,0.1667,0,0,0.6,0,0,44.1667,432,13,Faulty
5,1,0,3,9,0,0,3,4,0.5,33,0,0,0,0.4667,0,0,5.2,519,1,NotFaulty
6,1,0,3,15,0,0,3,3,0,141,1,0,0,0.3333,1,1,22.3333,435,11,NotFaulty
9,3,0,3,20,0,0,3,9,0,84,1,0,0.7037,0.4815,2,10,8.2222,291,2,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,2627,1,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,2628,1,NotFaulty
53,1,0,9,53,1378,0,9,53,2,53,0,0,0,0.1745,0,0,0,50,1,NotFaulty
3,2,0,2,4,3,0,2,0,1,17,0,0,0.8571,0.6667,1,1,4.3333,894,1,Faulty
2,1,0,3,4,0,0,3,1,0.5,20,0,0,0,0.625,0,0,8,1343,1,Faulty
2,1,0,3,4,0,0,3,1,0.5,20,0,0,0,0.625,0,0,8,1344,1,Faulty
2,1,0,3,4,0,0,3,1,0.5,20,0,0,0,0.625,0,0,8,1345,1,Faulty
2,1,0,3,4,0,0,3,1,0.5,20,0,0,0,0.625,0,0,8,1346,1,Faulty
2,1,0,3,4,0,0,3,1,0.5,20,0,0,0,0.625,0,0,8,1347,1,Faulty
2,1,0,3,4,0,0,3,1,0.5,20,0,0,0,0.625,0,0,8,1348,1,Faulty
2,1,0,3,4,0,0,3,1,0.5,20,0,0,0,0.625,0,0,8,1349,1,Faulty
2,1,0,3,4,0,0,3,1,0.5,20,0,0,0,0.625,0,0,8,1350,1,Faulty
1,1,0,0,3,0,0,0,0,2,14,0,0,0,1,0,0,11,2701,1,NotFaulty
2,1,0,0,3,1,0,0,0,1,11,0,1,0,1,0,0,4,1351,1,NotFaulty
57,1,0,10,115,0,0,10,57,0,391,1,0,0,0.1579,1,1,5.8421,48,5,Faulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,2767,1,NotFaulty
16,1,0,4,16,120,0,4,16,2,16,0,0,0,0.1964,1,1,0,173,1,NotFaulty
9,1,0,10,38,30,0,10,3,0.625,356,1,0,0,0.35,0,0,38.4444,313,13,NotFaulty
2,1,0,2,2,1,0,2,2,2,2,0,0,0,0.625,0,0,0,1409,1,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,2820,1,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,2821,1,NotFaulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.6667,0,0,0,1411,1,NotFaulty
34,1,0,6,34,561,0,6,34,2,34,0,0,0,0.2032,0,0,0,84,1,NotFaulty
7,1,0,7,25,15,0,7,4,0.25,108,1,0,0,0.1667,0,0,14.1429,409,3,NotFaulty
2,1,0,3,2,1,0,3,2,2,2,0,0,0,0.6667,0,0,0,1435,1,NotFaulty
9,1,0,1,17,0,0,1,9,0.6667,175,1,0,0,0.2889,1,1,17.7778,321,13,NotFaulty
18,1,0,4,18,153,0,4,18,1.0588,26,0,0,0,0.3333,0,0,0,161,1,NotFaulty
23,1,0,6,23,253,0,6,23,2,23,0,0,0,0.2337,0,0,0,127,1,NotFaulty
2,1,0,21,53,0,0,21,1,0,421,0,0,0,0.625,0,0,208,1476,16,Faulty
2,1,0,4,4,0,0,4,1,0.5,18,0,0,0,0.625,0,0,7,1477,1,Faulty
2,1,0,4,4,0,0,4,1,0.5,18,0,0,0,0.625,0,0,7,1478,1,Faulty
2,1,0,4,4,0,0,4,1,0.5,18,0,0,0,0.625,0,0,7,1479,1,Faulty
2,1,0,4,4,0,0,4,1,0.5,18,0,0,0,0.625,0,0,7,1480,1,Faulty
2,1,0,4,4,0,0,4,1,0.5,18,0,0,0,0.625,0,0,7,1481,1,Faulty
2,1,0,4,4,0,0,4,1,0.5,18,0,0,0,0.625,0,0,7,1482,1,Faulty
7,1,0,1,7,19,0,1,4,0.8333,32,1,1,0,0.375,0,0,3.4286,424,1,Faulty
2,1,0,4,4,0,0,4,1,0.5,18,0,0,0,0.625,0,0,7,1486,1,Faulty
2,1,0,4,4,0,0,4,1,0.5,18,0,0,0,0.625,0,0,7,1487,1,Faulty
2,1,0,4,4,0,0,4,1,0.5,18,0,0,0,0.625,0,0,7,1488,1,Faulty
