WMC,DIT,NOC,CBO,RFC,LCOM,Ca,Ce,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,AVG_CC,MAX_CC,FAULTY
45,1,0,24,112,730,0,24,35,0.8368,844,1,0,0,0.2099,0,0,17.5111,11,8,Faulty
4,1,0,0,4,6,0,0,4,2,4,0,0,0,1,0,0,0,130,1,Faulty
28,1,0,11,28,378,0,11,28,2,28,0,0,0,0.2381,0,0,0,19,1,Faulty
37,1,0,14,72,0,0,14,35,0.0278,192,1,0,0,0.1142,0,0,4.1622,15,1,Faulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Faulty
2,1,0,3,3,1,0,3,0,1.3333,15,0.3333,0,0,0.8333,0,0,5,294,1,NotFaulty
17,1,0,10,47,42,0,10,6,0.7014,688,1,0,0,0.3647,0,0,38.9412,37,12,Faulty
8,1,0,7,25,0,0,7,4,0.7143,144,0.125,0,0,0.3125,0,0,16,80,2,NotFaulty
14,1,0,3,26,43,0,3,7,0.7033,309,1,0,0,0.3462,0,0,20.5714,48,5,Faulty
2,1,0,28,41,1,0,28,2,2,332,0,0,0,0.5,0,0,165,341,1,NotFaulty
2,4,0,1,12,1,0,1,2,1,57,1,0,0.9697,0.6667,0,0,27,343,4,NotFaulty
3,2,0,1,13,3,0,1,3,1.25,55,0.5,0,0.8333,0.5556,1,2,16.6667,230,3,NotFaulty
53,3,0,3,139,1188,0,3,50,0.8341,1625,1,1,0.5051,0.1023,0,0,29.5094,15,10,NotFaulty
8,1,0,7,9,16,0,7,8,0.7619,40,1,0,0,0.3125,0,0,3.625,106,1,Faulty
0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,Faulty
3,3,0,0,12,0,0,0,2,0.3333,86,1,0,0.9167,0.6667,1,1,26.6667,286,2,NotFaulty
11,1,0,12,41,0,0,12,10,0.6545,580,1,0,0,0.2468,0,0,50.7273,80,11,Faulty
1,3,0,1,9,0,0,1,1,2,27,0,0,1,1,0,0,26,891,1,NotFaulty
1,3,0,1,9,0,0,1,1,2,27,0,0,1,1,0,0,26,892,1,Faulty
4,1,0,9,24,0,0,9,4,0.1667,178,1,0,0,0.5,0,0,43,224,2,Faulty
10,1,0,12,50,0,0,12,4,0.3611,353,1,0,0,0.325,0,0,33.9,92,11,Faulty
2,1,0,4,22,1,0,4,2,2,158,0,0,0,0.5,0,0,78,469,9,Faulty
2,1,0,1,2,1,0,1,2,2,7,0,0,0,0.625,0,0,0,470,1,Faulty
3,1,0,2,4,3,0,2,3,2,8,0,0,0,0.5,0,0,1.6667,314,1,Faulty
4,1,0,2,14,0,0,2,4,0.5,92,1,0,0,0.4,0,0,21.5,237,3,Faulty
6,1,0,8,32,0,0,8,4,0.4,160,1,0,0,0.4167,0,0,25.3333,159,2,Faulty
12,1,0,0,12,66,0,0,12,2,12,0,0,0,0.5833,0,0,0,80,1,NotFaulty
12,1,0,1,25,0,0,1,0,0.4364,218,1,0,0,0.3958,0,0,16.75,82,3,NotFaulty
5,3,0,1,18,0,0,1,4,0.55,387,0.4,0,0.9167,0.4,1,1,75.4,203,14,NotFaulty
1,1,0,1,2,0,0,1,0,2,8,0,1,0,1,0,0,3,1016,1,NotFaulty
148,1,0,55,236,0,0,55,48,0.7339,9104,0.7692,0,0,0.1478,0,0,60.3378,14,39,NotFaulty
1,1,0,0,1,0,0,0,0,2,321,0,0,0,0,0,0,252,2140,1,NotFaulty
94,1,0,4,126,413,0,4,10,0.8025,10760,0.2727,0,0,0.3387,0,0,113.117,33,95,NotFaulty
1,1,0,0,1,0,0,0,0,2,196,0,0,0,0,0,0,156,3135,1,NotFaulty
3,1,0,0,4,3,0,0,3,1.4375,23,0,2,0,0.5,0,0,4,1046,2,NotFaulty
24,1,0,1,36,0,0,1,21,0.5043,991,0.6667,0,0,0.3125,0,0,39.6667,133,9,Faulty
4,1,0,1,5,0,0,1,4,0.6667,25,1,0,0,0.625,0,0,4.75,803,2,Faulty
24,1,0,6,24,276,0,6,24,2,24,0,0,0,0.244,0,0,0,134,1,Faulty
4,1,0,2,17,6,0,2,4,2,222,0,0,0,0.3125,0,0,54.5,816,14,Faulty
35,1,0,35,35,595,0,35,35,2,35,0,0,0,0.0811,0,0,0,94,1,NotFaulty
29,1,0,11,43,330,0,11,29,0.9179,318,0.9,0,0,0.1793,0,0,9.6207,115,4,Faulty
17,1,0,4,20,96,0,4,17,0.9028,120,1,0,0,0.2353,0,0,5.5294,197,3,Faulty
5,1,0,2,5,10,0,2,5,2,5,0,0,0,0.5,0,0,0,672,1,Faulty
6,1,0,4,19,0,0,4,6,0.5,61,1,0,0,0.4583,0,0,8.8333,561,1,Faulty
2,1,0,3,5,1,0,3,2,2,20,0,0,0,0.5,0,0,9,1687,4,Faulty
3,1,0,4,3,3,0,4,3,1.5,5,0,0,0,0.5833,0,0,0,1125,1,Faulty
8,1,0,12,66,0,0,12,5,0.7286,593,0.8,0,0,0.45,0,0,71.875,426,8,Faulty
6,1,0,3,32,0,0,3,6,0.4,195,1,0,0,0.5,0,0,30.8333,569,3,Faulty
11,1,0,4,15,29,0,4,11,0.775,68,1,0,0,0.2468,0,0,4.8182,311,1,Faulty
2,1,0,4,14,1,0,4,2,2,55,0,0,0,0.5,0,0,26.5,1716,1,Faulty
38,1,0,37,40,703,0,37,38,1,296,1,0,0,0.0742,0,0,6.7368,91,1,Faulty
11,1,0,0,12,55,0,0,9,2,34,0,0,0,0.1919,0,0,2.0909,316,1,NotFaulty
1,1,0,1,2,0,0,1,1,2,5,0,0,0,1,0,0,3,3482,1,NotFaulty
6,1,0,2,7,15,0,2,6,2,19,0,0,0,0.3333,0,0,2.1667,581,1,NotFaulty
6,1,0,2,7,15,0,2,6,2,19,0,0,0,0.375,0,0,2.1667,582,1,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
7,1,0,0,8,21,0,0,7,2,22,0,0,0,0.6429,0,0,2.1429,500,1,NotFaulty
0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,NotFaulty
2,2,0,0,14,0,0,0,2,1,55,1,0,0.9853,0.75,1,1,25.5,1751,1,NotFaulty
30,1,0,0,36,433,0,0,29,0.9655,110,1,0,0,0.3167,0,0,2.6333,117,5,NotFaulty
5,1,0,1,7,10,0,1,4,2,18,0,0,0,0.6,0,0,2.6,708,1,NotFaulty
23,1,0,0,24,253,0,0,22,2,65,0,0,0,0.3565,0,0,1.8261,155,1,NotFaulty
6,1,0,16,57,15,0,16,5,1,437,1,0,0,0.4,0,0,71.6667,596,5,NotFaulty
3,1,0,0,4,3,0,0,3,2,10,0,0,0,1,0,0,2.3333,1194,1,NotFaulty
2,1,0,0,3,1,0,0,2,2,7,0,0,0,1,0,0,2.5,1792,1,NotFaulty
39,1,0,2,68,727,0,2,38,0.9632,537,0,0,0,0.1608,0,0,12.641,93,3,NotFaulty
2,1,0,6,16,1,0,6,2,0,67,1,0,0,0.5,0,0,31.5,1816,1,NotFaulty
25,1,0,4,76,194,0,4,17,0.8788,508,0.7273,1,0,0.2619,0,0,18.88,147,8,Faulty
18,3,0,13,80,117,0,13,16,0.9294,534,1,0,0.6852,0.3,1,1,28.1111,206,14,Faulty
4,1,0,0,12,6,0,0,4,2,50,0,0,0,0.5,0,0,11.5,931,2,Faulty
4,1,0,1,22,6,0,1,2,2,102,0,0,0,0.875,0,0,24.5,933,3,Faulty
4,1,0,0,16,0,0,0,4,0.4444,77,1,0,0,0.625,0,0,17.5,934,2,Faulty
4,1,0,0,7,0,0,0,4,0.3333,23,1,0,0,0.625,0,0,4.5,935,1,Faulty
4,1,0,0,5,0,0,0,4,0.3333,97,1,0,0,0.5,0,0,22.5,937,3,Faulty
22,1,0,0,70,229,0,0,21,0.9762,681,1,0,0,0.1726,0,0,29.8636,173,9,Faulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Faulty
2,1,0,1,3,1,0,1,0,2,8,0,0,0,0.75,0,0,3,1906,1,NotFaulty
2,1,0,0,6,0,0,0,0,0,41,0,0,0,0.6667,0,0,17.5,1907,1,NotFaulty
12,1,0,5,39,46,0,5,3,0.8,510,1,0,0,0.2273,0,0,41.0833,322,11,Faulty
5,1,0,0,6,4,0,0,4,0.75,32,1,0,0,0.4667,0,0,4.8,773,1,Faulty
1,1,0,0,2,0,0,0,1,2,6,0,0,0,1,0,0,3,3870,1,Faulty
4,1,0,1,19,0,0,1,2,0,101,1,0,0,0.5,0,0,23.75,969,4,Faulty
1,3,0,0,2,0,0,0,1,2,4,0,0,1,1,0,0,3,3878,1,NotFaulty
11,1,0,1,37,49,0,1,4,0.9333,680,0.25,0,0,0.2338,0,0,59.7273,363,60,Faulty
5,1,0,4,5,10,0,4,5,2,5,0,0,0,0.68,0,0,0,801,1,Faulty
5,1,0,3,9,0,0,3,4,0.5,40,0.5,0,0,0.45,0,0,6.6,802,1,NotFaulty
6,1,0,2,10,0,0,2,5,0.5,45,0.5,0,0,0.3667,0,0,6.1667,669,1,NotFaulty
6,1,0,3,12,0,0,3,5,0.4,88,0.3333,0,0,0.4333,0,0,13.1667,670,2,NotFaulty
8,1,0,17,44,18,0,17,7,0.7619,360,0.6667,0,0,0.4375,0,0,43.625,506,8,Faulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,4049,1,Faulty
4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.5,0,0,0,1013,1,Faulty
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.6667,0,0,0,1352,1,Faulty
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.6667,0,0,0,1353,1,Faulty
6,1,0,4,16,3,0,4,6,0.7,107,1,0,0,0.5,0,0,16.1667,2,7,NotFaulty
15,4,0,22,89,51,0,22,11,0.8265,776,0.8571,0,0.8478,0.3733,2,2,49.8,4,22,NotFaulty
3,1,0,0,10,1,0,0,2,0.5,84,0,0,0,0.5,0,0,26.6667,28,10,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
37,1,0,13,92,0,0,13,34,0.5,438,1,0,0,0.1778,1,1,10.7838,3,13,NotFaulty
3,1,0,2,11,3,0,2,2,2,41,0,0,0,0.6667,0,0,12.6667,47,2,NotFaulty
3,1,0,1,8,1,0,1,0,0.5,45,1,0,0,0.5,0,0,13.6667,49,2,NotFaulty
4,1,0,5,10,6,0,5,4,2,34,0,0,0,0.5,0,0,7.5,37,1,NotFaulty
7,1,0,1,26,1,0,1,6,0,177,1,0,0,0.4643,0,0,24,23,4,Faulty
25,1,0,17,65,300,0,17,25,2,351,0,0,0,0.16,0,0,13.04,7,8,Faulty
28,1,0,15,68,0,0,15,28,0,431,1,0,0,0.25,0,0,14.3571,8,8,Faulty
15,1,0,10,27,29,0,10,15,0.6905,365,0.8333,0,0,0.1778,0,0,22.9333,18,16,Faulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
3,1,0,1,3,3,0,1,3,2,3,0,0,0,0.6667,0,0,0,93,1,Faulty
12,1,0,15,35,66,0,15,9,2,316,0,0,0,0.2955,0,0,25.3333,25,7,Faulty
4,1,0,5,7,0,0,5,3,0.4667,66,1,0,0,0.4375,0,0,14.25,79,3,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,319,1,Faulty
4,1,0,5,6,0,0,5,3,0.6111,54,1,0,0,0.375,0,0,11,81,2,NotFaulty
4,1,0,5,6,0,0,5,3,0.5714,64,1,0,0,0.375,0,0,13.25,82,3,NotFaulty
4,1,0,5,6,2,0,5,3,0.6667,43,1,0,0,0.4,0,0,8.5,83,1,NotFaulty
3,1,0,3,3,3,0,3,3,2,3,0,0,0,0.9333,0,0,0,112,1,Faulty
4,1,0,5,7,0,0,5,3,0.6111,60,1,0,0,0.375,0,0,12.5,85,2,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,343,1,Faulty
4,1,0,5,8,0,0,5,3,0.4667,67,1,0,0,0.4375,0,0,14.5,87,3,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,351,1,Faulty
4,1,0,5,7,0,0,5,3,0.5556,45,1,0,0,0.4,0,0,9.5,89,2,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,357,1,Faulty
6,1,0,8,18,7,0,8,3,0.6667,99,1,0,0,0.4167,0,0,15,61,4,Faulty
3,1,0,5,12,0,0,5,3,0.875,61,0.75,0,0,0.5556,0,0,18,125,4,Faulty
2,1,0,1,10,1,0,1,2,2,42,0,0,0,0.75,0,0,20,190,4,Faulty
5,1,0,3,19,2,0,3,3,0.6667,157,1,0,0,0.3333,0,0,29.8,78,5,Faulty
7,1,0,8,20,11,0,8,6,0.5,91,0.3333,0,0,0.5,0,0,11.5714,57,2,Faulty
3,1,0,1,4,0,0,1,3,0.3333,43,1,0,0,0.5556,0,0,12.3333,134,1,NotFaulty
18,1,0,3,36,133,0,3,18,0.7647,298,0,0,0,0.3333,0,0,15.5,23,4,NotFaulty
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.6667,0,0,0,86,1,NotFaulty
0,1,0,4,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
21,1,0,8,40,52,0,8,21,0.6833,161,0,0,0,0.2143,0,0,6.5238,21,3,Faulty
13,1,0,5,23,34,0,5,12,0.8472,106,1,0,0,0.2198,0,0,6.6923,36,2,Faulty
2,1,0,1,2,1,0,1,2,2,2,0,0,0,0.75,0,0,0,237,1,NotFaulty
10,1,0,2,10,45,0,2,10,2,10,0,0,0,0.2667,0,0,0,48,1,Faulty
3,1,0,2,3,3,0,2,3,2,3,0,0,0,0.5556,0,0,0,162,1,NotFaulty
23,1,0,8,52,0,0,8,22,0.6727,245,0.2,0,0,0.187,0,0,9.4348,22,4,Faulty
10,1,0,3,40,39,0,3,4,0.963,470,1,0,0,0.3889,0,0,45.7,54,8,NotFaulty
3,1,0,0,3,3,0,0,3,2,3,0,0,0,1,0,0,0,182,1,Faulty
4,4,0,1,7,0,0,1,4,0.6667,35,1,0,0.9565,0.6667,0,0,7.25,137,1,Faulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Faulty
4,1,0,1,5,2,0,1,0,0.3333,26,1,0,0,0.5625,0,0,5,138,1,NotFaulty
18,2,0,3,36,0,0,3,13,0.7914,375,0.5455,0,0.375,0.2269,1,2,19.2222,32,9,Faulty
19,2,0,0,29,61,0,0,14,0.7099,342,0.6667,0,0.4643,0.3056,1,2,16.5263,33,8,NotFaulty
3,1,0,2,3,3,0,2,3,2,3,0,0,0,0.5556,0,0,0,211,1,Faulty
4,1,0,5,17,0,0,5,4,0.3333,90,0,0,0,0.5,0,0,20.75,160,3,Faulty
30,1,0,10,60,435,0,10,30,2,133,0,0,0,0.1333,0,0,3.4333,22,1,Faulty
0,1,0,0,0,0,0,0,0,2,53,0,0,0,0,0,0,0,0,0,Faulty
49,1,0,30,132,674,0,30,38,0.7945,1402,0.5909,0,0,0.1816,0,0,27.1633,16,21,Faulty
4,1,0,0,4,6,0,0,4,2,4,0,0,0,1,0,0,0,201,1,NotFaulty
33,1,0,14,33,528,0,14,33,2,33,0,0,0,0.2222,0,0,0,25,1,Faulty
39,1,0,15,76,0,0,15,38,0.0263,200,1,0,0,0.1111,0,0,4.1026,22,1,Faulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Faulty
2,1,0,2,3,1,0,2,0,2,10,0,0,0,0.75,0,0,3,439,1,NotFaulty
13,1,0,13,51,16,0,13,6,0.6759,615,1,0,0,0.3692,0,0,45.6154,70,12,Faulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Faulty
9,1,0,7,26,8,0,7,4,0.5893,145,1,0,0,0.3175,0,0,14.3333,103,2,NotFaulty
14,1,0,4,26,43,0,4,7,0.7033,300,1,0,0,0.3462,0,0,19.9286,68,5,Faulty
8,1,0,8,9,16,0,8,8,0.7619,40,1,0,0,0.3125,0,0,3.625,121,1,Faulty
0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Faulty
22,1,0,7,43,0,0,7,20,0.5079,173,1,0,0,0.2071,0,0,6.7273,45,3,NotFaulty
11,1,0,11,40,0,0,11,10,0.6636,580,1,0,0,0.2468,0,0,50.7273,94,13,Faulty
10,1,0,11,46,0,0,11,7,0.8148,357,0.5,0,0,0.4222,0,0,34.1,105,3,Faulty
6,1,0,2,17,3,0,2,5,0.4,141,1,0,0,0.3889,0,0,22.3333,176,4,Faulty
6,1,0,2,16,3,0,2,5,0.8667,90,0.3333,0,0,0.4667,0,0,13.5,178,2,Faulty
21,1,0,2,28,208,0,2,17,0,145,1,0,0,0.4095,0,0,5.8571,51,2,Faulty
9,1,0,11,50,0,0,11,6,0.6458,316,0.6667,0,0,0.3778,0,0,33.4444,123,5,Faulty
4,1,0,1,4,6,0,1,4,1.3333,14,0,0,0,0.55,0,0,0,278,1,Faulty
5,1,0,4,9,0,0,4,4,0.25,37,1,0,0,0.4333,0,0,6.2,224,1,Faulty
3,1,0,8,32,3,0,8,2,2,241,0,0,0,0.4444,0,0,79.3333,378,11,Faulty
2,1,0,1,2,1,0,1,2,2,7,0,0,0,0.625,0,0,0,568,1,NotFaulty
5,1,0,2,6,10,0,2,5,2,13,0,0,0,0.48,0,0,1.6,228,1,Faulty
6,1,0,8,30,0,0,8,4,0.3333,168,1,0,0,0.4167,0,0,26.5,191,2,NotFaulty
11,1,0,2,19,31,0,2,9,0.8,161,0.5,0,0,0.4,0,0,13.2727,106,5,Faulty
12,1,0,0,12,66,0,0,12,2,12,0,0,0,0.5833,0,0,0,98,1,NotFaulty
12,1,0,1,25,0,0,1,0,0.4364,218,1,0,0,0.3958,0,0,16.75,100,3,Faulty
5,3,0,1,18,0,0,1,4,0.6667,388,0.5,0,0.9167,0.4,1,1,75.4,245,14,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Faulty
1,1,0,1,2,0,0,1,0,2,8,0,1,0,1,0,0,3,1230,1,NotFaulty
2,3,0,1,3,1,0,1,0,2,8,0,0,1,0.75,0,0,3,616,1,NotFaulty
152,1,0,60,245,7900,0,60,50,0.7616,8177,0.7857,0,0,0.1457,0,0,52.6118,13,49,Faulty
1,1,0,0,1,0,0,0,0,2,352,0,0,0,0,0,0,276,2080,1,Faulty
90,1,0,4,123,575,0,4,10,0.8042,12396,0.2727,0,0,0.339,0,0,136.3667,35,201,Faulty
1,1,0,0,1,0,0,0,0,2,211,0,0,0,0,0,0,168,3238,1,Faulty
41,1,0,41,41,820,0,41,41,2,41,0,0,0,0.0698,0,0,0,79,1,NotFaulty
3,1,0,0,4,3,0,0,3,1.4375,23,0,2,0,0.5,0,0,4,1094,2,NotFaulty
24,1,0,1,36,0,0,1,21,0.5043,991,0.6667,0,0,0.3125,0,0,39.6667,139,9,Faulty
5,1,0,1,6,0,0,1,4,0.625,30,1,0,0,0.4667,0,0,4.6,671,2,Faulty
3,1,0,1,8,0,0,1,3,0,117,1,0,0,0.5,1,1,37.3333,1124,8,NotFaulty
16,1,0,0,52,112,0,0,12,0.8267,854,0.5333,0,0,0.2267,0,0,51.4375,216,18,Faulty
24,1,0,7,24,276,0,7,24,2,24,0,0,0,0.244,0,0,0,145,1,Faulty
4,1,0,3,17,6,0,3,4,2,220,0,0,0,0.3125,0,0,54,878,14,Faulty
5,1,0,1,6,0,0,1,4,0.625,30,1,0,0,0.4667,0,0,4.6,703,2,Faulty
30,1,0,12,49,359,0,12,30,0.9028,382,0.9091,0,0,0.1767,1,1,11.3667,118,4,Faulty
17,1,0,4,20,96,0,4,17,0.9028,120,1,0,0,0.2353,0,0,5.5294,210,3,Faulty
5,1,0,2,5,10,0,2,5,2,5,0,0,0,0.5,0,0,0,717,1,NotFaulty
6,1,0,5,25,0,0,5,6,0.4,83,1,0,0,0.4583,0,0,12.5,598,2,Faulty
2,1,0,3,5,1,0,3,2,2,20,0,0,0,0.5,0,0,9,1799,4,NotFaulty
3,1,0,4,3,3,0,4,3,1.5,5,0,0,0,0.5833,0,0,0,1200,1,NotFaulty
9,1,0,15,78,0,0,15,5,0.7386,603,0.7273,0,0,0.4222,0,0,64.7778,404,9,Faulty
6,1,0,3,33,0,0,3,6,0.4,195,1,0,0,0.5,0,0,30.8333,608,3,Faulty
12,1,0,5,28,40,0,5,11,0.8485,159,0.8333,0,0,0.2381,0,0,11.75,305,2,Faulty
2,1,0,5,14,1,0,5,2,2,49,0,0,0,0.5,0,0,23.5,1831,1,Faulty
6,1,0,4,19,0,0,4,4,0.3,135,1,0,0,0.2667,0,0,21.1667,612,3,NotFaulty
7,1,0,0,9,11,0,0,7,0.6111,43,1,0,0,0.5238,0,0,4.7143,525,1,Faulty
5,1,0,1,5,10,0,1,5,2,5,0,0,0,0.9,0,0,0,737,1,Faulty
6,1,0,2,13,0,0,2,6,0.4,51,1,0,0,0.8333,0,0,7.1667,615,1,Faulty
44,1,0,43,86,946,0,43,44,1,344,1,0,0,0.0646,0,0,6.7727,84,1,Faulty
25,1,0,5,78,194,0,5,17,0.8788,530,0.7273,1,0,0.2619,0,0,19.76,151,8,NotFaulty
22,3,0,12,84,177,0,12,20,0.9286,565,1,0,0.6379,0.3091,1,1,24.1364,173,15,NotFaulty
4,1,0,0,12,6,0,0,4,2,50,0,0,0,0.5,0,0,11.5,958,2,NotFaulty
4,1,0,1,25,6,0,1,2,2,145,0,0,0,0.875,0,0,35.25,961,5,NotFaulty
4,1,0,0,16,0,0,0,4,0.4444,77,1,0,0,0.625,0,0,17.5,962,2,NotFaulty
4,1,0,0,14,6,0,0,3,2,66,0,0,0,0.4167,0,0,15.5,965,5,Faulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,3861,1,Faulty
4,1,0,0,7,0,0,0,4,0.3333,23,1,0,0,0.625,0,0,4.5,966,1,NotFaulty
6,1,0,0,20,9,0,0,4,0.7,185,0.25,0,0,0.4,0,0,29.1667,646,6,Faulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,3880,1,Faulty
5,1,0,0,6,0,0,0,4,0.4167,103,1,0,0,0.4667,0,0,19,777,3,NotFaulty
24,1,0,0,74,274,0,0,23,0.9565,731,1,0,0,0.1685,0,0,29.4167,164,9,Faulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,3958,1,Faulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Faulty
2,1,0,1,3,1,0,1,0,2,8,0,0,0,0.75,0,0,3,1980,1,NotFaulty
7,1,0,6,25,9,0,6,2,0.6667,290,1,0,0,0.4167,0,0,39.5714,569,9,NotFaulty
5,1,0,4,31,2,0,4,3,1.0833,161,0.3333,0,0,0.36,0,0,28.8,799,11,Faulty
6,1,0,0,12,9,0,0,5,0.6,53,1,0,0,0.4444,0,0,7.3333,667,1,Faulty
1,1,0,0,2,0,0,0,1,2,6,0,0,0,1,0,0,3,4005,1,NotFaulty
9,1,0,6,17,34,0,6,4,0.6875,93,1,0,0,0.3519,0,0,9.1111,446,4,Faulty
5,1,0,2,5,10,0,2,5,2,5,0,0,0,0.6,0,0,0,804,1,Faulty
6,1,0,4,25,0,0,4,6,0.4,136,1,0,0,0.4583,0,0,21,672,5,Faulty
3,1,0,1,3,3,0,1,3,2,3,0,0,0,0.7778,0,0,0,1345,1,Faulty
1,4,0,0,2,0,0,0,1,2,5,1,0,1,1,0,0,3,4038,1,NotFaulty
11,1,0,1,37,49,0,1,4,0.9333,680,0.25,0,0,0.2338,0,0,59.7273,378,60,Faulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,4161,1,Faulty
5,1,0,4,5,10,0,4,5,2,5,0,0,0,0.68,0,0,0,833,1,NotFaulty
5,1,0,2,10,0,0,2,4,0.25,36,0,0,0,0.4667,0,0,6,834,2,NotFaulty
6,1,0,1,10,0,0,1,5,0.2,35,0,0,0,0.375,0,0,4.6667,696,1,NotFaulty
5,1,0,2,10,0,0,2,4,0.25,37,1,0,0,0.4667,0,0,6.2,836,2,NotFaulty
8,1,0,24,37,2,0,24,8,0.4286,264,1,0,0,0.3929,0,0,31.75,526,8,Faulty
