WMC,DIT,NOC,CBO,RFC,LCOM,Ca,Ce,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,AVG_CC,MAX_CC,FAULTY
71,1,0,7,186,2247,0,7,55,0.9724,2193,0.5714,0,0,0.1277,0,0,29.493,8,18,Faulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Faulty
5,2,0,1,16,0,0,1,4,0.5,76,1,0,0.7778,0.3429,0,0,13.8,127,2,NotFaulty
5,2,0,4,29,0,0,4,3,0,179,1,0,0.8235,0.4,0,0,34.6,129,5,NotFaulty
17,1,0,7,73,112,0,7,5,0.8438,502,1,0,0,0.1705,0,0,28.1765,40,9,Faulty
9,1,0,3,25,10,0,3,7,0.6875,114,1,0,0,0.25,0,0,11.2222,77,4,Faulty
19,1,0,5,47,97,0,5,16,0.8333,273,1,0,0,0.3053,0,0,13,38,7,Faulty
19,1,0,5,23,119,0,5,16,0.873,125,1,0,0,0.218,0,0,5.2105,39,2,NotFaulty
4,3,0,2,15,0,0,2,4,0.3333,82,0,0,0.925,0.625,1,1,19.25,190,2,NotFaulty
6,3,0,8,33,0,0,8,5,0.4667,198,1,0,0.881,0.3333,2,4,31.5,128,3,Faulty
10,1,0,9,49,1,0,9,8,0.9206,382,1,0,0,0.8333,0,0,35.1,79,4,NotFaulty
10,3,0,8,70,1,0,8,8,0.7037,440,0.6667,0,0.8043,0.4667,1,1,42.4,82,13,NotFaulty
8,3,0,6,55,24,0,6,3,0.8095,643,0.5,0,0.8409,0.3036,0,0,78.625,108,26,NotFaulty
13,3,0,7,35,52,0,7,10,0.869,273,1,0,0.7551,0.3538,1,1,19.4615,69,12,NotFaulty
5,3,0,7,20,2,0,7,5,0.625,76,1,0,0.9024,0.6,2,2,13.8,181,2,NotFaulty
14,5,0,10,43,15,0,10,12,0.6154,168,1,0,0.8968,0.3929,3,5,10.8571,66,5,NotFaulty
4,5,0,5,21,0,0,5,4,0.3333,87,1,0,0.9845,1,1,1,20.5,233,3,NotFaulty
17,3,0,11,64,52,0,11,13,0.7933,642,1,0,0.6981,0.2426,1,1,36,58,13,NotFaulty
8,4,0,6,35,4,0,6,7,0.7143,265,1,0,0.9176,0.4688,3,3,31.375,126,8,NotFaulty
6,3,0,4,21,1,0,4,6,0.7,136,1,0,0.881,0.4167,2,2,21,170,7,NotFaulty
12,3,0,12,37,32,0,12,12,0.8586,310,1,0,0.7708,0.4583,0,0,24.0833,87,14,NotFaulty
18,4,0,8,49,19,0,8,16,0.7731,579,1,0,0.8211,0.2963,2,3,30.7778,61,18,NotFaulty
4,3,0,3,17,4,0,3,3,0.6667,152,1,0,0.925,0.75,1,1,36.75,279,5,NotFaulty
2,2,0,1,3,1,0,1,2,2,28,0,0,0.8889,1,1,1,13,560,1,NotFaulty
7,3,0,7,22,0,0,7,7,0.625,147,1,0,0.8605,0.3429,1,1,19.4286,162,5,NotFaulty
3,2,0,1,10,0,0,1,3,0.25,77,1,0,0.9697,0.5,1,1,22.6667,380,3,NotFaulty
10,3,0,5,41,21,0,5,7,0.7937,360,1,0,0.8043,0.45,0,0,34.3,116,12,NotFaulty
19,3,0,13,56,97,0,13,12,0.8148,406,1,0,0.6727,0.1908,0,0,19.8947,63,6,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Faulty
4,1,0,3,13,6,0,3,2,2,42,0,0,0,0.5,0,0,9.5,302,2,NotFaulty
21,1,0,16,77,162,0,16,14,0.7375,566,0.9167,0,0,0.135,0,0,25.381,59,7,Faulty
6,1,0,6,26,0,0,6,6,0.65,185,1,0,0,0.3056,0,0,29.1667,211,10,NotFaulty
2,2,0,1,3,1,0,1,2,2,20,0,0,0.8889,1,1,1,9,635,1,NotFaulty
11,4,0,12,42,29,0,12,5,0.725,395,1,0,0.8901,0.2323,3,4,34.5455,118,14,NotFaulty
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.5333,0,0,0,260,1,NotFaulty
8,1,0,1,25,0,0,1,7,0.6,169,1,0,0,0.4167,0,0,19.5,165,7,NotFaulty
3,3,0,2,6,1,0,2,3,0.5,29,1,0,0.9487,0.6667,0,0,8.3333,442,3,NotFaulty
5,4,0,8,45,6,0,8,4,0.75,261,1,0,0.9512,0.6,4,5,50.8,268,8,NotFaulty
6,3,0,4,24,5,0,4,5,0.7333,153,1,0,0.881,0.5,0,0,24,227,11,NotFaulty
2,2,0,1,3,1,0,1,2,2,20,0,0,0.8889,1,1,1,9,683,1,NotFaulty
8,4,0,7,34,6,0,7,8,0.7619,626,1,0,0.9176,0.4375,2,2,76.5,178,47,Faulty
5,1,0,1,22,0,0,1,5,0.9167,130,1,0,0,0.6,0,0,24.4,287,3,NotFaulty
5,1,0,0,6,6,0,0,5,0.75,24,1,0,0,0.7,0,0,3.4,288,1,NotFaulty
14,3,0,6,33,65,0,6,14,0.9103,404,1,0,0.74,0.5952,2,3,27,105,17,NotFaulty
8,3,0,6,46,10,0,6,7,0.7714,394,1,0,0.8409,0.375,1,1,47.625,188,25,NotFaulty
4,3,0,4,32,2,0,4,4,0.6667,215,1,0,0.925,0.75,1,1,52.25,381,14,NotFaulty
6,3,0,4,25,11,0,4,4,0.8,157,1,0,0.881,0.4,2,2,24.8333,257,7,NotFaulty
6,5,0,5,33,7,0,5,3,0.7,164,1,0,0.9691,0.5,3,6,26,259,5,NotFaulty
22,3,0,17,77,95,0,17,19,0.7429,439,1,0,0.6379,0.1727,1,1,18.7273,72,8,NotFaulty
42,4,0,13,74,741,0,13,40,0.9484,550,1,0,0.6555,0.2109,3,3,11.6905,39,15,NotFaulty
4,2,0,1,11,0,0,1,1,0.2222,68,1,0,0.625,0.5,1,1,15.25,416,4,NotFaulty
2,1,0,1,4,1,0,1,1,1,17,1,0,0,0.625,0,0,7,835,2,NotFaulty
9,1,0,6,19,18,0,6,9,0.7188,82,1,0,0,0.2889,0,0,7.6667,186,2,NotFaulty
5,1,0,1,6,6,0,1,5,0.8333,28,1,0,0,0.5333,0,0,4,337,1,NotFaulty
5,1,0,1,6,6,0,1,5,0.8333,28,1,0,0,0.5333,0,0,4,338,1,NotFaulty
3,4,0,3,6,0,0,3,0,0.5,73,1,0,0.8889,0.5833,1,1,22.6667,566,6,NotFaulty
7,1,0,1,8,11,0,1,7,0.8333,41,1,0,0,0.3929,0,0,4.2857,243,1,NotFaulty
65,3,0,21,155,1670,0,21,59,0.9172,1504,1,0,0.37,0.2441,3,3,21.8308,28,48,NotFaulty
2,1,0,5,29,0,0,5,0,0,176,1,0,0,0.6,0,0,85.5,933,10,NotFaulty
12,1,0,2,21,44,0,2,5,0.8052,147,1,0,0,0.2619,0,0,10.6667,157,6,NotFaulty
8,3,0,3,40,10,0,3,8,0.7143,271,1,0,0.8409,0.4063,1,1,32.375,238,5,NotFaulty
7,2,0,1,15,1,0,1,4,0.5833,92,1,0,0.4545,0.4643,1,1,11.5714,274,5,NotFaulty
1,2,0,3,3,0,0,3,1,2,14,0,0,1,1,0,0,13,1919,1,NotFaulty
12,3,0,6,37,0,0,6,11,0.4545,164,1,0,0.7708,0.4167,0,0,12.5,161,6,NotFaulty
3,3,0,3,14,1,0,3,3,0.5,84,1,0,0.9487,0.6667,1,1,26.6667,648,5,Faulty
4,4,0,6,32,6,0,6,1,2,325,0,0,0.9659,0.75,3,6,80.25,492,12,NotFaulty
9,3,0,9,29,0,0,9,9,0.5833,168,1,0,0.8222,0.4444,0,0,17.3333,220,3,NotFaulty
27,3,0,9,83,291,0,9,20,0.8894,658,1,0,0.5873,0.1852,0,0,23.0741,75,11,Faulty
11,1,0,2,17,41,0,2,8,0.7,93,1,0,0,0.6667,0,0,7.0909,187,1,NotFaulty
5,3,0,4,18,0,0,4,5,0.6667,107,1,0,0.9024,0.8,1,1,19.8,414,7,NotFaulty
3,1,0,1,7,0,0,1,3,0.5,26,1,0,0,0.5556,0,0,7,692,1,NotFaulty
9,1,0,3,22,4,0,3,9,0.6875,153,1,0,0,0.4815,0,0,15.5556,232,9,NotFaulty
19,4,0,8,69,91,0,8,13,0.7778,632,1,0,0.8125,0.3684,1,1,31.8947,112,10,Faulty
6,1,0,4,30,13,0,4,3,0.8,208,0.75,0,0,0.4583,0,0,33,360,8,NotFaulty
22,4,0,16,72,165,0,16,16,0.9048,675,1,0,0.7879,0.2273,3,3,29.0455,100,23,Faulty
8,3,0,4,41,10,0,4,8,0.8095,236,1,0,0.8409,0.875,1,1,27.75,279,14,NotFaulty
14,3,0,5,35,63,0,5,13,0.9091,307,1,0,0.74,0.5952,2,3,20.1429,162,15,NotFaulty
2,2,0,1,3,1,0,1,2,2,20,0,0,0.8889,1,1,1,9,1136,1,NotFaulty
5,1,0,2,16,0,0,2,3,0.3333,89,1,0,0,0.3333,0,0,16.2,455,3,NotFaulty
23,3,0,10,96,175,0,10,19,0.8864,1034,1,0,0.6271,0.1913,3,3,43.087,102,31,NotFaulty
2,1,0,0,6,0,0,0,2,1,39,1,0,0,0.6667,0,0,16.5,1182,2,NotFaulty
9,5,0,3,14,0,0,3,9,0.6563,83,1,0,0.9352,0.3889,0,0,7.7778,263,2,NotFaulty
8,4,0,12,65,2,0,12,6,0.9167,583,0.1667,0,0.9176,0.3333,3,3,70.375,302,22,NotFaulty
8,3,0,7,25,14,0,7,8,0.7143,157,1,0,0.8409,0.375,0,0,18.25,303,5,NotFaulty
3,2,0,1,9,0,0,1,1,0,58,1,0,0.7143,0.6667,1,1,17.3333,812,4,NotFaulty
8,3,0,4,32,8,0,4,5,0.7381,300,0.8333,0,0.8605,0.3571,1,1,35.75,307,7,NotFaulty
9,5,0,12,36,0,0,12,4,0.525,375,1,0,0.9339,0.4,2,4,40.1111,275,11,NotFaulty
6,1,0,4,20,1,0,4,6,0.76,161,1,0,0,0.3333,0,0,25,416,9,NotFaulty
3,3,0,5,17,0,0,5,3,0,91,1,0,0.9487,1,0,0,29,833,2,NotFaulty
4,3,0,8,42,2,0,8,4,0.6667,242,1,0,0.925,0.75,2,3,59,628,11,NotFaulty
7,4,0,11,32,0,0,11,6,0.6667,189,1,0,0.9286,0.3429,1,1,25.4286,362,12,NotFaulty
9,6,0,7,33,28,0,7,6,0.8125,163,1,0,0.9602,0.4,4,6,16.8889,283,5,NotFaulty
3,1,0,0,3,3,0,0,3,2,3,0,0,0,1,0,0,0,851,1,NotFaulty
5,1,0,2,7,0,0,2,5,0.6667,50,1,0,0,0.5333,0,0,8.4,512,2,NotFaulty
13,4,0,7,55,30,0,7,10,0.8021,590,1,0,0.8667,0.5,2,2,43.7692,199,11,NotFaulty
22,4,0,13,104,185,0,13,8,0.8393,1180,1,0,0.7959,0.1803,3,3,52.2727,122,17,Faulty
2,1,0,2,2,1,0,2,2,2,2,0,0,0,0.75,0,0,0,1344,1,NotFaulty
3,1,0,7,16,3,0,7,1,2,125,0,0,0,0.4444,0,0,40.6667,900,9,NotFaulty
10,1,0,13,81,5,0,13,4,0.7836,743,1,0,0,0.2593,0,0,71.4,274,14,Faulty
3,2,0,7,18,3,0,7,2,1,132,0,0,0.9487,0.5,0,0,42,917,5,NotFaulty
2,2,0,7,17,1,0,7,2,2,97,1,0,0.9737,1,0,0,47,1378,5,NotFaulty
2,2,0,8,23,1,0,8,2,2,204,0,0,0.9737,1,1,1,101,1389,21,NotFaulty
2,2,0,8,19,1,0,8,2,2,120,0,0,0.9737,1,1,1,59,1394,9,NotFaulty
6,1,0,2,10,0,0,2,6,0.6,51,1,0,0,0.3667,0,0,7.1667,465,1,NotFaulty
2,1,0,2,7,0,0,2,1,0,56,1,0,0,0.6667,0,0,25.5,1400,4,NotFaulty
19,1,0,3,46,65,0,3,17,0.4167,448,1,0,0,0.2895,0,0,22.4737,150,16,NotFaulty
6,2,0,3,25,9,0,3,6,0.6,123,0,0,0.375,1,1,2,19.3333,476,3,NotFaulty
21,1,0,8,47,48,0,8,21,0.68,277,1,0,0,0.3095,0,0,11.9524,137,7,Faulty
9,1,0,3,15,18,0,3,5,0.7083,98,1,0,0,0.2889,0,0,9.5556,322,5,NotFaulty
5,1,0,1,11,8,0,1,5,0.75,59,1,0,0,0.7,0,0,10.6,583,5,NotFaulty
8,1,0,2,16,2,0,2,8,0.5714,66,1,0,0,0.375,0,0,7,365,3,NotFaulty
3,1,0,2,9,0,0,2,3,0,47,1,0,0,0.6667,0,0,14.3333,977,3,NotFaulty
16,3,0,8,56,0,0,8,14,0.6,353,1,0,0.6957,0.2266,1,1,20.8125,185,4,Faulty
3,2,0,1,8,1,0,1,3,0.5,71,1,0,0.8,1,1,1,22.3333,990,1,NotFaulty
11,3,0,8,37,11,0,8,10,0.6833,285,1,0,0.7619,0.2879,1,1,24.3636,273,11,NotFaulty
4,1,0,2,12,0,0,2,4,0.3333,57,1,0,0,0.4375,0,0,12.75,753,2,NotFaulty
24,3,0,8,80,182,0,8,18,0.5652,693,0.6667,1,0.6038,0.1542,2,6,27.75,128,13,NotFaulty
7,1,0,2,9,11,0,2,6,0.75,63,1,0,0,0.4643,0,0,7.4286,441,5,NotFaulty
17,3,0,6,55,76,0,6,11,0.5938,461,1,0,0.6667,0.2857,1,1,25.8824,185,6,Faulty
5,1,0,2,12,4,0,2,5,0.25,55,1,0,0,0.5333,0,0,9.8,630,3,NotFaulty
9,5,0,7,20,4,0,7,9,0.6875,110,1,0,0.9266,0.3889,2,7,10.7778,351,3,NotFaulty
6,2,0,1,11,13,0,1,6,0.8,68,1,0,0.9333,0.4444,1,4,10.1667,529,3,NotFaulty
5,1,0,0,35,4,0,0,4,0.5833,354,1,0,0,0.5,0,0,69.2,640,10,NotFaulty
3,1,0,0,3,3,0,0,3,2,3,0,0,0,1,0,0,0,1069,1,NotFaulty
4,1,0,1,7,6,0,1,4,2,20,0,0,0,0.875,0,0,4,802,1,NotFaulty
5,1,0,1,15,0,0,1,4,0.5,137,1,0,0,0.9,0,0,25.2,644,4,NotFaulty
4,1,0,1,5,6,0,1,4,2,16,0,0,0,0.875,0,0,3,806,1,NotFaulty
4,1,0,1,5,0,0,1,4,0.3333,24,1,0,0,0.875,0,0,4.75,807,1,NotFaulty
5,1,0,4,20,0,0,4,4,0.3333,144,1,0,0,0.9,0,0,27.2,648,5,NotFaulty
3,1,0,2,25,1,0,2,3,0,277,1,0,0,0.6667,0,0,91,1086,14,NotFaulty
5,1,0,7,17,0,0,7,5,0.5,75,1,0,0,0.8,0,0,13.4,653,3,NotFaulty
5,1,0,4,13,0,0,4,5,0.5,65,1,0,0,0.8,0,0,11.6,654,3,NotFaulty
4,1,0,1,4,6,0,1,4,2,4,0,0,0,0.875,0,0,0,819,1,NotFaulty
3,1,0,2,9,3,0,2,2,2,43,0,0,0,0.6667,0,0,13.3333,1093,2,NotFaulty
27,1,0,2,63,297,0,2,10,0.7788,527,0,0,0,0.3796,0,0,18.2222,123,11,NotFaulty
5,4,0,0,9,10,0,0,3,0.75,81,0,0,0.9286,0.44,1,1,15,667,5,NotFaulty
5,1,0,0,18,0,0,0,3,0.5,96,1,0,0,0.5333,0,0,17.8,669,4,NotFaulty
21,1,0,0,35,38,0,0,17,0.6318,617,0.8182,0,0,0.2937,0,0,27.8571,162,7,NotFaulty
0,1,0,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,NotFaulty
31,1,0,2,65,243,0,2,30,0.7267,747,1,0,0,0.1828,1,1,22.6129,111,12,NotFaulty
16,3,0,2,40,84,0,2,16,0.6583,604,1,0,0.5806,0.2917,2,7,36.25,219,19,NotFaulty
15,3,0,2,37,41,0,2,14,0.6964,437,0.75,0,0.4545,0.3111,1,2,27.3333,235,6,NotFaulty
8,1,0,0,14,28,0,0,8,2,274,0,0,0,0.45,0,0,33.25,444,7,NotFaulty
4,1,0,2,8,0,0,2,2,0.25,75,1,0,0,0.5,0,0,16.75,1,3,NotFaulty
39,2,0,6,103,609,0,6,24,0.8864,1377,0.6364,0,0.6634,0.1842,1,4,33.7436,3,12,NotFaulty
11,2,0,4,15,13,0,4,11,0.75,97,1,0,0.2,0.2208,0,0,7.2727,11,1,NotFaulty
14,4,0,1,26,0,0,1,14,0.3846,153,1,0,0.7586,0.3333,1,2,9.7857,10,2,NotFaulty
7,1,0,1,7,21,0,1,7,2,7,0,0,0,1,0,0,0,21,1,NotFaulty
4,1,0,1,4,6,0,1,4,2,4,0,0,0,0.5,0,0,0,39,1,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
14,1,0,5,34,47,0,5,12,0.8242,279,1,0,0,0.3077,0,0,18.4286,13,6,Faulty
7,2,0,1,18,11,0,1,4,0.6333,118,1,0,0.4545,0.3571,1,1,15.1429,28,6,NotFaulty
2,1,0,0,6,1,0,0,2,2,63,0,0,0,0.6667,0,0,30.5,105,11,NotFaulty
23,1,0,2,52,181,0,2,14,0.7314,1489,1,0,0,0.2909,0,0,63.2609,15,35,NotFaulty
2,5,0,0,7,0,0,0,2,0,20,1,0,0.9565,0.75,0,0,8.5,177,1,NotFaulty
13,1,0,0,13,78,0,0,13,2,13,0,0,0,0.3269,0,0,0,28,1,NotFaulty
2,1,0,2,4,0,0,2,1,0.5,20,1,0,0,0.625,0,0,8,185,1,NotFaulty
2,1,0,3,5,0,0,3,1,0.5,28,1,0,0,0.5833,0,0,12,186,1,NotFaulty
2,1,0,3,5,0,0,3,1,0.5,28,1,0,0,0.5833,0,0,12,187,1,NotFaulty
2,1,0,3,5,0,0,3,1,0.5,28,1,0,0,0.5833,0,0,12,188,1,NotFaulty
2,1,0,3,6,0,0,3,1,0.5,29,1,0,0,0.5833,0,0,12.5,189,1,NotFaulty
2,1,0,4,6,0,0,4,1,0.5,33,1,0,0,0.5833,0,0,14.5,190,1,NotFaulty
2,1,0,3,5,0,0,3,1,0.5,27,1,0,0,0.5833,0,0,11.5,191,1,NotFaulty
2,1,0,4,5,0,0,4,1,0.5,29,1,0,0,0.5833,0,0,12.5,192,1,NotFaulty
2,1,0,5,7,0,0,5,1,0.3333,44,1,0,0,0.5714,0,0,19.5,193,1,NotFaulty
2,1,0,6,7,0,0,6,1,0.3333,53,1,0,0,0.5714,0,0,24,194,2,NotFaulty
2,1,0,2,4,0,0,2,1,0.5,21,1,0,0,0.625,0,0,8.5,195,1,NotFaulty
2,1,0,2,4,0,0,2,1,0.5,25,1,0,0,0.625,0,0,10.5,196,1,NotFaulty
2,1,0,2,5,0,0,2,1,0.3333,36,1,0,0,0.6,0,0,15.5,197,1,NotFaulty
2,1,0,3,4,0,0,3,1,0.5,25,1,0,0,0.5833,0,0,10.5,198,1,NotFaulty
2,1,0,3,6,0,0,3,1,0.5,30,1,0,0,0.5833,0,0,13,199,1,NotFaulty
2,1,0,3,5,0,0,3,1,0.5,28,1,0,0,0.5833,0,0,12,200,1,NotFaulty
2,1,0,3,5,0,0,3,1,0.5,28,1,0,0,0.5833,0,0,12,201,1,NotFaulty
2,1,0,3,5,0,0,3,1,0.5,28,1,0,0,0.5833,0,0,12,202,1,NotFaulty
1,1,0,2,1,0,0,2,1,2,1,0,0,0,1,0,0,0,406,1,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,407,1,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,408,1,NotFaulty
23,1,0,27,82,201,0,27,17,0.8939,1093,0.4444,0,0,0.3182,0,0,45.7391,22,45,NotFaulty
2,1,0,0,4,1,0,0,1,2,9,0,0,0,0.6667,0,0,3.5,259,1,NotFaulty
7,1,0,2,52,19,0,2,2,0.9444,412,0,0,0,0.1667,0,0,57.4286,77,6,NotFaulty
5,1,0,0,10,8,0,0,3,0.3125,69,0.75,1,0,0.5833,0,0,12,109,3,NotFaulty
18,1,0,8,91,123,0,8,3,0.8067,1400,0.8571,0,0,0.1412,0,0,76,35,29,NotFaulty
4,2,0,3,16,0,0,3,4,0.3333,59,1,0,0.8636,0.875,1,1,13.5,160,5,NotFaulty
3,1,0,0,15,0,0,0,3,0.1667,100,1,0,0,0.6667,0,0,31.3333,217,8,NotFaulty
76,1,0,12,177,2446,0,12,63,0.9695,1776,0.6129,0,0,0.1185,0,0,21.9605,10,7,NotFaulty
5,1,0,1,7,0,0,1,5,0,33,1,0,0,0.45,0,0,5.4,158,2,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
5,2,0,1,16,0,0,1,4,0.5,76,1,0,0.7778,0.3429,0,0,13.8,159,2,NotFaulty
5,2,0,4,29,0,0,4,3,0,179,1,0,0.8235,0.4,0,0,34.6,161,5,NotFaulty
19,1,0,8,81,147,0,8,7,0.8611,560,1,0,0,0.1713,0,0,28.1579,44,8,NotFaulty
10,1,0,3,30,17,0,3,8,0.7333,149,1,0,0,0.25,0,0,13.4,86,5,NotFaulty
21,1,0,7,48,116,0,7,18,0.8143,322,1,0,0,0.254,0,0,14,43,6,NotFaulty
20,2,0,6,28,158,0,6,16,0.8772,164,1,0,0.3214,0.2583,1,3,6.9,46,3,NotFaulty
5,3,0,4,19,4,0,4,4,0.75,151,0,0,0.9024,0.4,1,1,28.8,187,4,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,937,1,NotFaulty
8,3,0,10,38,4,0,10,6,0.5238,243,1,0,0.8409,0.35,1,4,29,119,6,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
2,1,0,1,3,1,0,1,0,2,10,0,0,0,0.75,0,0,3,478,1,NotFaulty
11,1,0,11,61,0,0,11,8,0.9133,517,1,0,0,0.8,0,0,44.6364,89,9,NotFaulty
9,1,0,7,34,0,0,7,8,0.75,298,0.25,0,0,0.5926,0,0,31.6667,112,5,Faulty
13,3,0,9,78,8,0,9,9,0.75,502,0.7143,0,0.7551,0.3846,2,3,37.0769,81,14,Faulty
10,3,0,7,60,41,0,7,3,0.9,748,0.6,0,0.8043,0.2857,0,0,72.8,111,31,Faulty
18,3,0,9,49,115,0,9,14,0.8366,397,1,0,0.6852,0.3333,0,0,20.5556,64,15,NotFaulty
8,3,0,8,28,0,0,8,6,0.6786,128,1,0,0.8409,0.5,2,4,14.5,146,3,Faulty
16,5,0,13,55,26,0,13,14,0.5778,275,1,0,0.8828,0.3906,3,6,16,75,6,Faulty
4,5,0,6,21,0,0,6,4,0.3333,87,1,0,0.9845,1,1,1,20.5,302,3,NotFaulty
4,3,0,4,12,0,0,4,4,0.5,54,1,0,0.9118,0.75,0,0,12,304,4,Faulty
20,3,0,15,74,92,0,15,14,0.8246,720,1,0,0.6607,0.225,2,2,34.25,63,13,Faulty
8,4,0,7,35,4,0,7,7,0.7143,265,1,0,0.9176,0.4688,3,3,31.375,161,8,NotFaulty
6,3,0,5,21,1,0,5,6,0.7,136,1,0,0.881,0.4167,2,2,21,217,7,NotFaulty
15,3,0,15,54,59,0,15,15,0.881,398,1,0,0.7255,0.3733,0,0,24.7333,89,18,Faulty
6,3,0,2,29,0,0,2,5,0.64,1260,1,0,0.881,0.5556,1,1,208.1667,226,6,NotFaulty
14,3,0,8,41,67,0,8,11,0.8462,366,1,0,0.74,0.2232,1,1,24.7143,99,15,NotFaulty
19,4,0,10,52,27,0,10,17,0.7778,699,1,0,0.8125,0.2982,3,4,35.3684,76,25,NotFaulty
4,3,0,3,17,4,0,3,3,0.6667,152,1,0,0.925,0.75,1,1,36.75,367,5,NotFaulty
6,4,0,8,34,0,0,8,6,0.6,493,1,0,0.9398,0.5556,1,1,80.5,251,34,Faulty
7,6,0,8,31,13,0,8,4,0.75,151,1,0,0.9698,0.4,4,9,20.2857,217,5,NotFaulty
2,2,0,1,3,1,0,1,2,2,28,0,0,0.8889,1,1,1,13,762,1,NotFaulty
7,3,0,8,22,0,0,8,7,0.625,147,1,0,0.8605,0.3429,1,1,19.4286,220,5,NotFaulty
3,2,0,1,10,0,0,1,3,0.25,77,1,0,0.9697,0.5,1,1,22.6667,515,3,NotFaulty
10,3,0,6,41,21,0,6,7,0.7937,360,1,0,0.8043,0.45,0,0,34.3,156,12,NotFaulty
