WMC,DIT,NOC,CBO,RFC,LCOM,Ca,Ce,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,AVG_CC,MAX_CC,PORTRAIT,FAULTY
5,1,0,0,9,0,0,0,5,0.5,41,1,0,0,0.4667,0,0,6.8,126,2,0.0009,NotFaulty
5,1,0,0,6,0,0,0,5,0.5,30,1,0,0,0.8,0,0,4.6,127,1,0.0004,NotFaulty
34,1,0,12,124,211,0,12,28,0.6566,1609,1,0,0,0.1961,0,0,46.0588,22,17,0.0011,NotFaulty
1,4,0,0,2,0,0,0,0,2,5,0,0,1,1,0,0,4,755,1,0,NotFaulty
71,2,0,25,152,2173,0,25,33,0.9423,1337,0.75,0,0.1977,0.108,1,1,17.4366,12,8,0.0531,Faulty
6,2,0,2,26,3,0,2,6,0.7333,463,0,0,0.7727,0.4583,1,1,75.1667,158,57,0.0001,NotFaulty
24,3,0,13,101,186,0,13,19,0.913,973,0.3571,0,0.4762,0.2174,2,3,38.9583,43,17,0.0301,Faulty
3,1,0,0,9,1,0,0,2,1,67,0,0,0,0.5,0,0,19,346,2,0,NotFaulty
43,1,0,9,91,783,0,9,1,0.9626,1931,0.1667,1,0,0.328,0,0,42.9302,27,19,0.0622,Faulty
37,1,0,4,57,440,0,4,0,0.7932,804,0.7222,1,0,0.2892,0,0,20.2432,34,15,0.0149,Faulty
15,1,0,2,33,69,0,2,13,0.8367,442,1,0,0,0.3333,0,0,28,87,7,0,NotFaulty
8,3,0,0,21,28,0,0,7,1.1429,430,0,0,0.8571,0.225,0,0,17.375,164,2,0,Faulty
6,1,0,2,39,3,0,2,3,0.86,290,0.4,0,0,0.6667,0,0,45.6667,223,16,0.0015,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1339,1,0,NotFaulty
4,1,0,1,8,0,0,1,0,1.2692,80,0,0,0,0.8333,0,0,12.5,336,3,0.0003,NotFaulty
1,1,0,0,2,0,0,0,1,2,16,0,0,0,1,0,0,12,1348,1,0,NotFaulty
11,1,0,2,43,23,0,2,8,0.925,419,0.375,0,0,0.3,0,0,36.3636,126,11,0,Faulty
1,1,0,0,2,0,0,0,1,2,8,0,0,0,1,0,0,3,1390,1,0,NotFaulty
9,1,0,1,9,36,0,1,9,2,9,0,0,0,0.3333,0,0,0,155,1,0,NotFaulty
3,1,0,3,14,3,0,3,2,1,69,1,0,0,0.5,0,0,21.6667,468,4,0,NotFaulty
71,1,0,16,151,1037,0,16,48,0.8784,2721,0.6047,0,0,0.1333,0,0,36.7183,23,19,0.01,Faulty
7,2,0,0,13,0,0,0,7,0,65,1,0,0.6842,0.3429,1,2,8.1429,236,2,0.0001,NotFaulty
7,2,0,0,13,0,0,0,7,0,213,1,0,0.6842,0.3429,1,2,29.2857,238,4,0.0014,NotFaulty
11,2,0,1,20,0,0,1,9,0.2,632,1,0,0.5909,0.3818,1,2,56.1818,154,6,0.0013,NotFaulty
14,1,0,13,44,29,0,13,14,0.7692,549,1,0,0,0.2063,0,0,37.8571,126,28,0.0235,NotFaulty
7,1,0,5,8,21,0,5,7,2,13,0,0,0,0.3061,0,0,0.8571,253,1,0.0082,NotFaulty
1,1,0,0,2,0,0,0,1,2,353,0,0,0,1,0,0,3,1774,1,0,Faulty
5,1,0,4,8,4,0,4,5,0.625,41,0.25,0,0,0.3714,0,0,6.4,355,1,0,NotFaulty
7,1,0,1,13,0,0,1,7,0.4583,159,1,0,0,0.4286,0,0,21.1429,257,6,0,NotFaulty
6,1,0,2,15,0,0,2,1,0.6,183,0.25,1,0,0.4333,0,0,28.8333,302,4,0,NotFaulty
11,1,0,5,26,19,0,5,1,0.74,134,0.8,0,0,0.3409,0,0,10.7273,166,2,0,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NotFaulty
3,1,0,5,16,1,0,5,1,0,122,1,0,0,0.6667,0,0,38,613,8,0,NotFaulty
15,1,0,6,25,49,0,6,12,0.8333,139,0.8333,1,0,0.2083,0,0,7.8667,129,6,0.0247,NotFaulty
4,1,0,0,5,0,0,0,4,0.6667,28,1,0,0,0.5,0,0,5.25,485,1,0.0113,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1942,1,0,NotFaulty
5,1,0,1,6,0,0,1,5,1,92,0,0,0,0.6667,0,0,13.8,389,1,0,NotFaulty
7,1,0,17,47,9,0,17,7,0.7222,591,0,0,0,0.3333,0,0,82.5714,282,11,0.0021,Faulty
1,1,0,4,2,0,0,4,1,2,28,0,0,0,1,0,0,21,1976,1,0,NotFaulty
3,1,0,3,3,3,0,3,3,2,3,0,0,0,0.5,0,0,0,659,1,0,NotFaulty
1,1,0,2,1,0,0,2,1,2,1,0,0,0,1,0,0,0,1980,1,0,NotFaulty
1,1,0,2,1,0,0,2,1,2,1,0,0,0,1,0,0,0,1981,1,0,NotFaulty
13,1,0,14,32,0,0,14,13,0.3333,293,1,0,0,0.2115,0,0,21.3846,154,4,0.0759,Faulty
3,1,0,3,15,3,0,3,3,1,183,0,0,0,0.3889,0,0,58.6667,674,5,0,NotFaulty
2,1,0,4,24,1,0,4,2,1,118,1,0,0,0.5833,0,0,57,1014,3,0.0025,NotFaulty
3,1,0,4,8,0,0,4,0,0.8333,84,0,0,0,0.4667,0,0,25,678,4,0.0013,NotFaulty
5,3,0,5,23,8,0,5,2,0.875,198,0.5,0,0.9259,0.44,0,0,38.2,410,11,0.0013,NotFaulty
1,1,0,0,2,0,0,0,1,2,20,0,0,0,1,0,0,15,2053,1,0,NotFaulty
2,1,0,8,14,0,0,8,2,0,104,1,0,0,0.5833,0,0,50.5,1032,11,0.0007,NotFaulty
5,1,0,9,15,2,0,9,4,0.5,67,1,0,0,0.3429,0,0,12,414,1,0.0007,Faulty
14,1,0,2,23,61,0,2,13,0.5385,206,1,0,0,0.4274,0,0,13.5714,149,3,0.008,NotFaulty
1,1,0,8,14,0,0,8,0,2,146,0.2,0,0,1,0,0,140,2101,11,0,NotFaulty
4,1,0,8,28,2,0,8,2,0.3333,475,0,0,0,0.5833,0,0,117.25,534,23,0.0046,NotFaulty
1,1,0,4,10,0,0,4,0,2,80,0,0,0,1,0,0,71,2143,5,0,NotFaulty
5,1,0,1,11,0,0,1,0,0.5,127,1,0,0,0.4667,0,0,23.6,431,6,0,NotFaulty
4,1,0,3,11,4,0,3,0,1.0952,360,0.4286,0,0,0.4286,0,0,87.25,543,7,0,NotFaulty
7,1,0,2,10,13,0,2,2,0.8611,99,0.75,0,0,0.5714,0,0,11.4286,311,1,0.0305,NotFaulty
1,1,0,0,2,0,0,0,1,2,16,0,1,0,1,0,0,12,2183,1,0,NotFaulty
1,1,0,4,2,0,0,4,0,2,14,0.1429,0,0,1,0,0,6,2184,1,0,NotFaulty
4,1,0,4,23,6,0,4,3,2,157,0,0,0,0.4,0,0,38.25,550,9,0.0009,NotFaulty
7,1,0,6,18,0,0,6,5,0.5,155,0,0,0,0.4583,0,0,20.8571,317,8,0.0123,Faulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,2223,1,0,NotFaulty
36,1,0,8,100,0,0,8,33,0.8176,914,0.9231,0,0,0.1766,0,0,24.0278,64,7,0.0129,NotFaulty
43,2,0,11,139,575,0,11,41,0.8639,1065,0.7857,0,0.2364,0.1531,0,0,23.4419,56,24,0.0018,NotFaulty
3,1,0,0,7,3,0,0,3,2,18,0,0,0,0.5833,0,0,5,813,1,0,NotFaulty
123,2,0,56,355,6589,0,56,115,0.9397,3201,0.7143,0,0.097,0.0577,1,2,24.6829,22,20,0.1625,Faulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NotFaulty
2,1,0,13,34,0,0,13,0,0.0667,277,0.8667,0,0,1,0,0,130,1374,5,0.0002,Faulty
7,1,0,2,7,21,0,2,7,2,7,0,0,0,1,0,0,0,393,1,0,NotFaulty
7,2,0,2,35,1,0,2,6,0.5,199,1,0,0.85,0.2653,1,6,27.1429,396,6,0.0009,NotFaulty
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,2774,1,0,NotFaulty
2,1,0,0,3,1,0,0,1,2,7,0,0,0,1,0,0,2.5,1388,1,0,NotFaulty
22,1,0,0,77,219,0,0,5,0.9728,2215,0.1429,0,0,0.2275,0,0,99.0455,129,9,0.0026,NotFaulty
4,1,0,8,96,6,0,8,2,2,1490,0,0,0,0.25,0,0,371.5,737,88,0.0004,Faulty
1,1,0,0,1,0,0,0,0,2,111,0,0,0,0,0,0,88,2951,1,0,NotFaulty
66,1,0,3,66,2145,0,3,66,1.0154,81,0,0,0,0.2771,0,0,0,45,1,0,NotFaulty
10,1,0,0,10,45,0,0,10,1.1111,11,0,0,0,0.55,0,0,0,302,1,0,NotFaulty
5,1,0,0,6,10,0,0,5,2,19,0,0,0,0.9,0,0,2.8,606,1,0,NotFaulty
2,5,0,0,3,1,0,0,2,2,12,0,0,1,0.8333,0,0,5,1517,1,0,NotFaulty
15,4,0,1,35,0,0,1,15,0.3929,357,0,0,0.6875,0.3111,1,2,22.6667,204,9,0,NotFaulty
2,1,0,0,2,1,0,0,2,2,17,0,0,0,1,0,0,0,1537,1,0,NotFaulty
25,1,0,2,25,300,0,2,25,1.0417,28,0,0,0,0.34,0,0,0,123,1,0,NotFaulty
21,1,0,8,49,196,0,8,17,0.975,299,0.4,0,0,0.15,0,0,12.7619,149,16,0,Faulty
1,1,0,1,1,0,0,1,1,2,4,0,0,0,1,0,0,0,3138,1,0,NotFaulty
4,1,0,1,6,0,0,1,0,0.6667,83,0.2,0,0,0.4375,0,0,18.5,786,3,0,NotFaulty
9,1,0,2,23,0,0,2,0,0.8929,342,0,0,0,0.6296,0,0,36.2222,351,4,0,NotFaulty
6,1,0,1,17,0,0,1,6,0.7,182,0,0,0,0.7222,0,0,28.3333,530,7,0,NotFaulty
8,1,0,1,8,28,0,1,8,2,8,0,0,0,0.2813,0,0,0,398,1,0,NotFaulty
16,1,0,2,19,92,0,2,14,0.8889,133,1,0,0,0.5625,0,0,6.9375,200,3,0,NotFaulty
97,1,0,14,139,4474,0,14,72,0.9417,2013,0.96,0,0,0.1514,0,0,19.4948,35,13,0,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NotFaulty
110,1,0,13,149,5191,0,13,96,0.9438,1853,0.6667,0,0,0.1198,0,0,15.6273,32,13,0,NotFaulty
2,5,0,1,3,0,0,1,2,0,19,1,0,1,0.875,0,0,8,1808,1,0,NotFaulty
9,1,0,2,16,24,0,2,8,0.7083,143,0,0,0,0.4,0,0,14.5556,403,3,0,NotFaulty
9,1,0,4,19,0,0,4,9,0.5,101,1,0,0,0.5556,0,0,10,404,3,0,NotFaulty
5,1,0,2,17,0,0,2,4,0.4375,115,1,0,0,0.45,0,0,21.2,730,4,0,Faulty
4,1,0,1,8,6,0,1,3,2,39,0,0,0,0.6667,0,0,8.75,915,5,0,NotFaulty
89,1,0,5,116,2718,0,5,87,0.7273,824,0,0,0,0.2045,0,0,8.2247,42,4,0,NotFaulty
5,1,0,1,24,0,0,1,5,0.6,419,0,0,0,0.35,0,0,81.8,758,8,0,NotFaulty
10,1,0,3,41,0,0,3,7,0.3333,439,0.6667,0,0,0.475,0,0,42.6,383,12,0,NotFaulty
4,1,0,1,7,0,0,1,2,0.4667,85,1,0,0,0.5,1,1,19,960,4,0,NotFaulty
10,1,0,3,24,0,0,3,9,0.9708,247,0.2105,0,0,0.475,0,0,21.8,385,4,0,Faulty
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.3333,0,0,0,772,1,0,NotFaulty
1,4,0,1,2,0,0,1,0,2,8,1,0,1,1,0,0,6,3863,1,0,NotFaulty
42,1,0,5,89,335,0,5,39,0.6679,875,0.9231,0,0,0.1254,0,0,19.5238,94,7,0,NotFaulty
14,1,0,8,51,27,0,8,10,0.5962,748,0.05,0,0,0.1624,0,0,51,285,10,0,NotFaulty
6,1,0,0,11,0,0,0,6,0.65,57,1,0,0,0.4444,0,0,7.8333,667,1,0,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,4007,1,0,NotFaulty
32,1,0,1,38,470,0,1,31,0.9516,161,0,0,0,0.2292,0,0,3.8438,126,1,0,NotFaulty
13,1,0,1,27,0,0,1,13,0.6944,171,0,0,0,0.4,0,0,11.9231,312,6,0,NotFaulty
13,1,0,0,16,0,0,0,12,0.3611,160,1,0,0,0.4103,0,0,11.0769,313,2,0,NotFaulty
5,1,0,0,6,0,0,0,5,0.25,32,1,0,0,0.5333,1,1,5.2,817,2,0,NotFaulty
12,1,0,0,26,0,0,0,0,0.6818,364,0.5,2,0,0.4091,0,0,28.5,343,10,0,NotFaulty
13,1,0,3,36,58,0,3,13,0.6667,260,0,0,0,0.3077,0,0,18.9231,319,11,0,NotFaulty
30,1,0,2,62,223,0,2,28,0.6345,460,0.6,0,0,0.2,0,0,14.1667,140,9,0,NotFaulty
4,1,0,0,10,0,0,0,0,1.2667,90,0,0,0,0.8333,0,0,15.25,1053,4,0,NotFaulty
28,1,0,1,42,0,0,1,21,0.6296,1676,0.0625,1,0,0.2428,0,0,58.2857,155,21,0,Faulty
2,1,0,0,22,1,0,0,2,2,145,0,0,0,0.5,0,0,71.5,2175,9,0,NotFaulty
18,1,0,0,20,0,0,0,18,0.3824,458,1,0,0,0.9167,0,0,24.2222,243,4,0,Faulty
17,1,0,4,52,50,0,4,16,0.6563,569,1,0,0,0.1961,0,0,32.2353,260,14,0,NotFaulty
5,2,0,0,18,10,0,0,5,2,107,0,0,0.8889,0.6,1,2,20.4,889,4,0,NotFaulty
1,1,0,0,2,0,0,0,1,2,16,0,1,0,1,0,0,12,4446,1,0,NotFaulty
11,2,0,2,26,0,0,2,11,0.55,127,0.5,0,0.5833,0.4091,1,3,10.3636,405,3,0,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,4463,1,0,NotFaulty
30,1,0,0,33,0,0,0,30,0.4224,933,1,0,0,0.4,0,0,29.9667,151,10,0,NotFaulty
3,1,0,0,4,0,0,0,3,0.6429,55,0,0,0,0.6667,0,0,15,1514,1,0,NotFaulty
7,1,0,2,20,0,0,2,7,0.1667,119,1,0,0,0.3429,0,0,15.7143,650,2,0,NotFaulty
3,1,0,1,9,0,0,1,2,0,66,1,0,0,0.5,0,0,19.6667,1520,4,0,NotFaulty
4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.5833,0,0,0,1141,1,0,NotFaulty
5,1,0,1,17,8,0,1,5,1,107,0,0,0,0.6,0,0,20,916,12,0,NotFaulty
28,1,0,4,49,268,0,4,28,0.563,738,0.8,0,0,0.2857,1,1,25.1786,166,13,0,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,4673,1,0,NotFaulty
8,2,0,0,29,0,0,0,8,0.2857,119,0,0,0.6667,0.3438,0,0,13.75,585,2,0,NotFaulty
10,1,0,0,15,37,0,0,10,0.7778,64,1,0,0,0.375,0,0,5,469,1,0,NotFaulty
5,1,0,2,13,4,0,2,3,0.75,44,0.5,0,0,0.25,0,0,7.4,940,2,0,NotFaulty
8,1,0,0,12,0,0,0,8,0.5238,217,0.8333,0,0,0.5833,0,0,25.375,589,4,0,NotFaulty
11,1,0,0,15,0,0,0,11,0.45,286,1,0,0,0.6061,0,0,24.6364,431,4,0,NotFaulty
10,1,0,1,14,0,0,1,10,0.4722,180,1,0,0,0.4,0,0,16.6,476,3,0,NotFaulty
11,1,0,0,15,0,0,0,11,0.425,234,1,0,0,0.5152,0,0,19.9091,434,4,0,NotFaulty
18,1,0,0,20,3,0,0,10,0.3294,833,1,0,0,0.6852,0,0,45,269,8,0,NotFaulty
18,1,0,0,20,3,0,0,11,0.2941,860,1,0,0,0.9167,0,0,46.3889,272,8,0,NotFaulty
4,1,0,2,23,6,0,2,4,2,295,0,0,0,0.5,0,0,72.75,1235,26,0,Faulty
10,1,0,5,59,0,0,5,7,0.3056,598,0.75,0,0,0.44,0,0,58.4,499,15,0,NotFaulty
1,1,0,1,2,0,0,1,0,2,17,0.3333,1,0,1,0,0,13,4992,1,0,NotFaulty
3,1,0,1,8,0,0,1,3,0.75,100,0,0,0,0.6667,0,0,31.6667,1666,4,0,NotFaulty
80,1,0,1,89,3160,0,1,80,2,486,0,0,0,0.2393,0,0,5.075,63,1,0,NotFaulty
2,4,0,0,4,1,0,0,2,2,9,0,0,1,0.75,0,0,3.5,2541,1,0,NotFaulty
3,4,0,0,5,0,0,0,3,0,22,1,0,0.9565,0.6667,0,0,6,1780,1,0,NotFaulty
1,4,0,0,2,0,0,0,1,2,5,0,0,1,1,0,0,4,5343,1,0,NotFaulty
23,1,0,0,26,181,0,0,22,0.9798,3198,0,0,0,0.25,0,0,137.6522,237,21,0,NotFaulty
5,1,0,0,10,10,0,0,5,2,85,0,0,0,0.2,0,0,16,1094,5,0,NotFaulty
37,1,0,0,37,666,0,0,37,2,37,0,0,0,0.1919,1,1,0,148,1,0,NotFaulty
5,1,0,2,6,10,0,2,5,2,8,0,0,0,0.4,0,0,0.6,1102,1,0,NotFaulty
5,3,0,0,16,8,0,0,3,1.2237,424,0,0,0.9268,0.4167,0,0,80,1104,3,0,NotFaulty
15,1,0,2,21,0,0,2,15,0.6286,158,1,0,0,0.3111,0,0,9.2,369,2,0,NotFaulty
12,1,0,5,23,54,0,5,12,0.4545,139,1,0,0,0.5333,0,0,10.5,462,2,0,NotFaulty
26,1,0,5,84,315,0,5,23,0.8844,1119,0.8889,0,0,0.22,0,0,41.6923,218,40,0,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,5693,1,0,NotFaulty
32,1,0,11,57,466,0,11,31,0.8065,280,1,0,0,0.1635,0,0,7.7188,179,3,0,NotFaulty
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.6,0,0,0,1149,1,0,NotFaulty
2,1,0,1,2,1,0,1,2,2,2,0,0,0,0.75,0,0,0,2874,1,0,NotFaulty
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.6667,0,0,0,1917,1,0,Faulty
1,4,0,0,2,0,0,0,1,2,4,0,0,1,1,0,0,3,5752,1,0,NotFaulty
61,1,0,4,71,714,0,4,60,0.6292,1449,0.875,0,0,0.2193,0,0,22.623,96,10,0,NotFaulty
1,1,0,0,2,0,0,0,1,2,12,0,0,0,1,0,0,9,5901,1,0,NotFaulty
13,1,0,5,45,42,0,5,13,0.625,345,0.5,0,0,0.3407,0,0,25.3846,456,5,0,NotFaulty
22,1,0,9,42,0,0,9,21,0.6825,475,0.3333,0,0,0.3651,0,0,20.3182,271,8,0,NotFaulty
2,1,0,1,2,1,0,1,2,2,2,0,0,0,0.6667,0,0,0,2989,1,0,NotFaulty
17,1,0,15,64,78,0,15,17,0.9688,450,0.2,0,0,0.2118,0,0,24.8824,354,10,0,NotFaulty
10,1,0,5,21,45,0,5,10,2,116,0,0,0,0.5,0,0,10.6,603,2,0,NotFaulty
8,1,0,11,20,0,0,11,8,0,83,1,0,0,0.375,0,0,9.25,755,1,0,NotFaulty
13,4,0,2,25,8,0,2,12,0.5417,257,0.5,0,0.814,0.2692,2,4,18.6154,467,6,0,NotFaulty
1,1,0,2,1,0,0,2,1,2,1,0,0,0,1,0,0,0,6076,1,0,NotFaulty
1,1,0,2,1,0,0,2,1,2,1,0,0,0,1,0,0,0,6077,1,0,NotFaulty
13,1,0,13,14,78,0,13,13,2,40,0,0,0,0.2033,0,0,2.0769,468,1,0,NotFaulty
12,1,0,0,12,66,0,0,12,2,12,0,0,0,0.4444,0,0,0,508,1,0,NotFaulty
3,1,0,4,7,0,0,4,2,0,24,1,0,0,0.5556,0,0,6.6667,2035,1,0,NotFaulty
3,1,0,4,7,0,0,4,2,0,24,1,0,0,0.5556,0,0,6.6667,2036,1,0,NotFaulty
3,1,0,4,7,0,0,4,2,0,24,1,0,0,0.5556,0,0,6.6667,2037,1,0,NotFaulty
4,1,0,2,13,0,0,2,4,0.1667,76,1,0,0,0.75,0,0,17.5,1529,2,0,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,6118,1,0,NotFaulty
3,1,0,4,6,0,0,4,2,0,33,0.5,0,0,0.5,0,0,9.3333,2040,1,0,NotFaulty
2,1,0,1,2,1,0,1,2,2,2,0,0,0,1,0,0,0,3061,1,0,NotFaulty
3,1,0,9,10,0,0,9,2,0,68,0.5,0,0,0.5,0,0,21,2042,2,0,NotFaulty
51,1,0,25,115,1275,0,25,40,1.02,2151,0,0,0,0.1814,0,0,40.6667,125,19,0,Faulty
3,1,0,1,11,0,0,1,3,0.5,64,1,0,0,0.5556,0,0,19.6667,2126,2,0,NotFaulty
5,1,0,4,14,0,0,4,4,1.2115,391,0.0513,0,0,0.375,0,0,69.4,1277,2,0,NotFaulty
3,1,0,0,9,1,0,0,2,1.4569,583,0.8966,0,0,0.5,0,0,174,2130,3,0,NotFaulty
10,1,0,5,25,3,0,5,0,0.6111,815,0.5,0,0,0.3125,0,0,79.9,649,69,0,Faulty
1,1,0,0,2,0,0,0,1,2,68,0.0156,0,0,1,0,0,3,6498,1,0,NotFaulty
21,1,0,1,29,76,0,1,20,0.8583,409,0.1667,0,0,0.4048,0,0,18.1905,311,8,0,Faulty
1,1,0,0,2,0,0,0,1,2,10,0,0,0,1,0,0,3,6540,1,0,NotFaulty
1,1,0,0,2,0,0,0,1,2,4,0,0,0,1,0,0,3,6541,1,0,NotFaulty
58,1,0,10,88,0,0,10,5,0.6794,3472,0.4545,0,0,0.1638,0,0,58.6724,116,13,0,Faulty
3,1,0,4,5,0,0,4,2,0,23,1,0,0,0.5556,0,0,6.3333,2255,1,0,NotFaulty
3,1,0,4,5,0,0,4,2,0,23,1,0,0,0.5556,0,0,6.3333,2256,1,0,NotFaulty
3,1,0,4,5,0,0,4,2,0,33,0.5,0,0,0.5,0,0,9.3333,2257,1,0,NotFaulty
1,3,0,0,2,0,0,0,1,2,5,0,0,1,1,0,0,4,6773,1,0,NotFaulty
3,1,0,1,4,3,0,1,0,2,6,0,0,0,0.5556,0,0,1,2258,1,0,NotFaulty
3,1,0,13,19,3,0,13,3,2,207,0,0,0,0.4444,0,0,68,2264,11,0,NotFaulty
3,1,0,4,5,0,0,4,2,0,23,1,0,0,0.5556,0,0,6.3333,2265,1,0,NotFaulty
3,1,0,4,5,0,0,4,2,0,23,1,0,0,0.5556,0,0,6.3333,2266,1,0,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,6800,1,0,NotFaulty
3,1,0,4,5,0,0,4,2,0,33,0.5,0,0,0.5,0,0,9.3333,2267,1,0,NotFaulty
3,1,0,5,6,0,0,5,2,0,34,0.5,0,0,0.5,0,0,9.6667,2268,1,0,NotFaulty
8,3,0,0,21,28,0,0,7,1.1429,273,0,0,0.8571,0.225,0,0,17.375,851,2,0,NotFaulty
1,1,0,0,2,0,0,0,1,2,8,0,0,0,1,0,0,3,1,1,0,NotFaulty
8,1,0,13,40,4,0,13,1,0.7792,3736,0.8182,0,0,0.3214,0,0,464.625,6,39,0,NotFaulty
15,1,0,16,64,81,0,16,3,0.9026,1704,0.0455,0,0,0.1857,0,0,111.1333,7,13,0,NotFaulty
2,3,0,0,7,1,0,0,2,2,18,0,0,0.9565,0.75,0,0,8,59,1,0,NotFaulty
19,1,0,6,49,97,0,6,18,0.3333,361,1,0,0,0.4079,1,1,17.8947,8,6,0,NotFaulty
25,1,0,22,99,264,0,22,14,0.7847,1088,1,0,0,0.1282,1,1,42.28,10,16,0,NotFaulty
6,1,0,3,15,5,0,3,6,0.4667,84,1,1,0,0.4583,0,0,12.5,43,3,0,NotFaulty
15,1,0,1,33,55,0,1,5,0.6548,727,0.8333,0,0,0.1429,0,0,46.6667,21,22,0,NotFaulty
16,1,0,6,33,72,0,6,15,0.6,335,1,0,0,0.275,1,1,19.6875,22,12,0,NotFaulty
18,1,0,15,77,97,0,15,4,0.8217,1602,1,0,0,0.0686,0,0,86.2222,27,33,0,NotFaulty
6,1,0,0,7,15,0,0,6,1.2,38,0,0,0,0.4444,1,1,4.6667,83,3,0,NotFaulty
4,1,0,4,11,0,0,4,3,0.5833,104,0.5,0,0,0.6667,0,0,24,128,6,0,NotFaulty
4,1,0,8,23,0,0,8,4,0.1667,211,0.5,0,0,1,0,0,51.25,132,8,0,NotFaulty
3,1,0,2,5,0,0,2,2,0.5,21,0.5,0,0,0.5,0,0,5.3333,178,2,0,NotFaulty
