WMC,DIT,NOC,CBO,RFC,LCOM,Ca,Ce,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,AVG_CC,MAX_CC,PORTRAIT,FAULTY
5,1,0,2,8,0,0,2,5,0.5,30,1,0,0,0.4667,0,0,4.6,515,1,0.0265,NotFaulty
3,1,0,1,4,0,0,1,3,0.5,20,1,0,0,0.5556,0,0,5,860,1,0.0172,NotFaulty
9,1,0,4,18,0,0,4,9,0.5,65,0.5,0,0,0.4074,0,0,6,287,3,0,NotFaulty
5,1,0,2,11,0,0,2,5,0.375,41,1,0,0,0.4667,0,0,6.8,519,1,0.0118,NotFaulty
7,1,0,8,60,21,0,8,6,2,931,0,0,0,0.2857,0,0,132,376,12,0,Faulty
1,1,0,2,1,0,0,2,1,2,1,0,0,0,1,0,0,0,2637,1,0,NotFaulty
7,1,0,3,12,0,0,3,7,0.5,40,1,0,0,0.4286,0,0,4.4286,377,1,0.0171,NotFaulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.6667,0,0,0,1323,1,0,NotFaulty
6,1,0,0,7,3,0,0,6,0.6,34,1,0,0,0.5556,0,0,4.3333,442,1,0.0361,NotFaulty
13,1,0,3,48,24,0,3,12,0.65,297,1,0,0,0.3462,0,0,21.4615,206,5,0.0361,NotFaulty
1,1,0,2,1,0,0,2,1,2,1,0,0,0,1,0,0,0,2680,1,0,NotFaulty
3,1,0,10,38,1,0,10,3,0,211,1,0,0,0.4167,0,0,69,895,5,0.0014,NotFaulty
4,1,0,1,9,0,0,1,4,0.3333,34,1,0,0,0.5,0,0,7,672,1,0.0008,NotFaulty
3,1,0,6,20,1,0,6,3,0,154,1,0,0,0.4444,0,0,49.6667,899,5,0.0004,NotFaulty
3,1,0,11,22,3,0,11,3,2,101,0,0,0,0.4167,0,0,32.6667,901,2,0.0002,NotFaulty
7,1,0,2,13,21,0,2,7,2,43,0,0,0,0.7619,0,0,5.1429,387,1,0.0003,NotFaulty
6,1,0,4,38,13,0,4,5,0.2,180,1,0,0,0.6667,0,0,28.8333,455,15,0.0005,NotFaulty
0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,NotFaulty
4,1,0,2,17,0,0,2,2,0.6667,58,0.5,1,0,0.8333,0,0,13,684,2,0.0007,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NotFaulty
14,2,0,2,29,0,0,2,12,0.4231,88,1,0,0.4286,0.2347,2,3,5.1429,196,1,0,NotFaulty
2,1,0,1,2,1,0,1,2,2,2,0,0,0,0.75,0,0,0,1376,1,0,NotFaulty
4,1,0,5,13,6,0,5,2,2,36,0,0,0,0.5,0,0,8,689,2,0,NotFaulty
4,1,0,3,6,6,0,3,2,2,15,0,0,0,0.5,0,0,2.75,690,1,0,NotFaulty
3,2,0,3,18,3,0,3,0,1,53,0,1,0.9333,1,1,1,16.3333,921,2,0.0005,NotFaulty
4,1,0,0,5,0,0,0,3,0.6667,28,1,0,0,0.5,0,0,5.25,692,1,0,NotFaulty
11,1,0,2,12,55,0,2,10,1,20,0,0,0,0.52,0,0,0.7273,252,1,0,NotFaulty
15,1,0,4,31,89,0,4,15,0.1071,133,1,0,0,0.3333,0,0,7.7333,186,2,0.0008,NotFaulty
5,1,0,4,10,4,0,4,4,0.5,35,1,0,0,0.25,0,0,5.8,560,1,0,NotFaulty
7,1,0,1,32,17,0,1,4,0.6667,274,1,0,0,0.375,0,0,37.8571,402,4,0,NotFaulty
5,1,0,0,6,6,0,0,5,0.75,24,1,0,0,0.7,0,0,3.4,563,1,0,NotFaulty
5,1,0,0,6,2,0,0,5,0.625,27,1,0,0,0.4667,0,0,4,564,1,0,NotFaulty
4,1,0,4,18,0,0,4,4,0.3333,91,1,0,0,0.5,0,0,21,707,2,0,NotFaulty
12,1,0,6,46,44,0,6,10,0.7273,283,1,0,0,0.2813,0,0,22.25,237,8,0,NotFaulty
6,1,0,0,11,1,0,0,6,0.5333,53,1,0,0,0.75,0,0,7.3333,476,1,0,NotFaulty
16,1,0,1,35,80,0,1,13,0.8833,332,1,0,0,0.375,0,0,19.25,180,19,0,NotFaulty
22,1,0,4,82,79,0,4,18,0.8918,1029,0.3636,0,0,0.2857,0,0,45.2727,134,26,0.0147,Faulty
7,1,0,0,8,15,0,0,6,0.5,51,1,0,0,0.5357,0,0,5.8571,424,1,0.0003,NotFaulty
3,1,0,1,3,3,0,1,3,2,3,0,0,0,1,0,0,0,992,1,0,NotFaulty
10,1,0,0,17,31,0,0,10,0.6111,107,1,0,0,0.4,1,1,9.3,299,3,0.0026,NotFaulty
1,5,0,1,20,0,0,1,0,2,185,0,0,1,1,0,0,181,2996,5,0,NotFaulty
4,1,0,4,35,6,0,4,3,1,228,0,0,0,0.375,0,0,55.75,754,10,0.0008,NotFaulty
6,1,0,1,9,9,0,1,6,0.4,40,1,0,0,0.6667,0,0,5.5,504,2,0.0001,NotFaulty
7,4,0,1,20,21,0,1,7,2,67,0,0,0.9241,0.5714,2,2,8.5714,433,2,0,NotFaulty
12,1,0,5,55,66,0,5,11,1.0909,341,1,0,0,0.1833,0,0,27.3333,255,9,0.0001,NotFaulty
3,1,0,0,4,1,0,0,3,0.5,14,1,0,0,0.6667,0,0,3.3333,1023,1,0.001,NotFaulty
28,1,0,5,80,374,0,5,25,1.0123,926,0.1667,0,0,0.2263,0,0,31.6429,112,22,0.0008,NotFaulty
10,2,0,1,21,0,0,1,9,0,83,1,0,0.9697,0.5,0,0,7.2,315,1,0.0001,NotFaulty
22,1,0,2,51,189,0,2,19,0.9524,401,0.4545,0,0,0.1429,0,0,16.7273,145,8,0.0014,NotFaulty
4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.75,0,0,0,800,1,0,NotFaulty
2,4,0,1,18,0,0,1,2,0,102,1,0,0.9865,0.6667,1,1,49,1605,4,0.0238,NotFaulty
7,1,0,0,21,15,0,0,5,0.5,1207,1,0,0,0.2917,0,0,171.2857,461,4,0,NotFaulty
7,1,0,2,23,15,0,2,5,0.8889,146,0.5,0,0,0.4,0,0,19,463,6,0,NotFaulty
9,1,0,5,12,28,0,5,9,0.75,45,1,0,0,0.3333,0,0,3.7778,361,1,0.0001,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NotFaulty
4,1,0,2,5,6,0,2,2,2,14,0,0,0,0.5,0,0,2.5,814,1,0,NotFaulty
12,1,0,7,30,54,0,7,10,0.8409,168,1,0,0,0.5,0,0,12.6667,272,3,0.0006,NotFaulty
5,1,0,2,5,10,0,2,5,2,5,0,0,0,0.6667,0,0,0,655,1,0,NotFaulty
2,1,0,5,7,0,0,5,1,0,54,1,0,0,0.6667,0,0,25.5,1641,3,0,NotFaulty
3,1,0,3,5,1,0,3,3,0.75,20,1,0,0,0.5556,0,0,5,1095,1,0,NotFaulty
7,2,0,13,94,0,0,13,5,0.7292,1201,1,0,0.7391,0.3571,1,2,169.4286,479,47,0.0276,Faulty
14,2,0,8,52,49,0,8,7,0.8639,839,1,0,0.5667,0.1786,1,2,58,243,31,0,Faulty
2,2,0,2,18,0,0,2,1,0,118,0.5,0,0.9444,0.625,1,1,57,1705,7,0,Faulty
8,1,0,0,13,26,0,0,7,0.8571,45,1,0,0,0.35,0,0,4.5,427,1,0,Faulty
7,1,0,5,33,19,0,5,5,0.6667,179,0,0,0,0.4444,0,0,24.4286,489,3,0,Faulty
3,1,0,12,62,3,0,12,2,2,877,0,0,0,0.4167,0,0,291.3333,1156,36,0.0016,Faulty
4,2,0,5,37,0,0,5,2,0.8718,286,1,0,0.85,0.5,1,2,67.25,871,11,0,NotFaulty
9,1,0,1,15,14,0,1,4,0.8,73,1,0,0,0.3704,0,0,6.5556,388,1,0,NotFaulty
8,1,0,5,27,28,0,5,4,2,195,0,0,0,0.7188,0,0,23.375,438,2,0.0137,NotFaulty
2,1,0,7,16,1,0,7,1,1,52,1,0,0,0.6667,0,0,24.5,4,8,0,NotFaulty
1,1,0,2,1,0,0,2,1,2,1,0,0,0,1,0,0,0,10,1,0,NotFaulty
74,1,0,46,163,2213,0,46,70,0.9019,1119,0.8947,0,0,0.0552,0,0,13.8649,1,11,0.1599,NotFaulty
13,1,0,29,148,78,0,29,1,0.9722,1407,0.3333,0,0,0.1923,0,0,107,17,23,0.0231,Faulty
13,3,0,8,32,4,0,8,13,0.6667,134,1,0,0.7551,0.1923,2,2,9.0769,18,4,0.0001,NotFaulty
8,1,0,5,13,22,0,5,7,0.7857,49,1,0,0,0.6667,0,0,4.875,31,2,0,NotFaulty
2,4,0,3,5,0,0,3,1,0,15,1,0,0.9877,0.75,1,1,6,126,1,0,NotFaulty
9,1,0,1,11,28,0,1,9,0.875,47,1,0,0,0.7222,0,0,3.7778,29,1,0,NotFaulty
29,3,0,19,97,316,0,19,20,0.8536,677,0.9,0,0.5333,0.2069,2,2,22,11,8,0.009,NotFaulty
1,1,0,0,2,0,0,0,0,2,9,0,0,0,1,0,0,3,321,1,0,NotFaulty
5,1,0,0,6,2,0,0,5,0.75,36,1,0,0,0.6,0,0,5.4,65,1,0,NotFaulty
3,1,0,0,4,0,0,0,3,0.5,20,1,0,0,0.6667,0,0,5,109,1,0,NotFaulty
21,3,0,4,54,0,0,4,19,0.8583,233,0.5,0,0.6607,0.375,1,1,9.8095,16,5,0.0022,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NotFaulty
3,1,0,0,4,1,0,0,3,0.5,14,1,0,0,0.6667,0,0,3.3333,119,1,0,NotFaulty
17,3,0,15,78,84,0,15,15,0.8516,413,1,0,0.6981,0.2549,1,1,22.8235,22,7,0.0006,NotFaulty
5,1,0,1,6,6,0,1,5,0.8333,28,1,0,0,0.5333,0,0,4,78,1,0,NotFaulty
3,1,0,0,4,1,0,0,3,0.5,14,1,0,0,0.6667,0,0,3.3333,131,1,0,NotFaulty
20,1,0,4,22,180,0,4,20,0.9474,91,1,0,0,0.45,0,0,3.35,20,2,0,NotFaulty
32,3,0,16,84,470,0,16,8,0.9226,670,0.6,0,0.5522,0.25,0,0,19.7813,14,5,0.005,NotFaulty
10,1,0,1,12,25,0,1,10,0.8056,53,1,0,0,0.7,0,0,3.9,48,1,0.0001,NotFaulty
30,1,0,9,68,345,0,9,27,0.7734,513,1,0,0,0.1823,0,0,15.8667,17,5,0.1253,NotFaulty
28,1,0,7,82,374,0,7,24,1.0123,926,0.1667,0,0,0.2263,0,0,31.6429,22,23,0.0004,Faulty
10,2,0,1,21,0,0,1,9,0,84,1,0,0.9697,0.5,0,0,7.3,62,1,0.0001,NotFaulty
4,1,0,0,5,0,0,0,4,1,32,0.25,0,0,0.5,0,0,6,157,1,0,NotFaulty
3,1,0,0,8,3,0,0,3,2,34,0,0,0,0.7778,0,0,10.3333,212,4,0,NotFaulty
10,1,0,2,19,15,0,2,10,0.7556,138,1,0,0,0.2333,1,1,12.3,65,6,0.0022,NotFaulty
5,1,0,1,6,0,0,1,5,0.5,32,1,0,0,0.4667,0,0,5,132,1,0.002,NotFaulty
2,1,0,0,8,1,0,0,1,2,49,0,0,0,0.5,0,0,23.5,333,4,0,NotFaulty
2,1,0,4,3,0,0,4,1,0.5,16,1,0,0,0.625,0,0,6,334,1,0,Faulty
