WMC,DIT,NOC,CBO,RFC,LCOM,Ca,Ce,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,AVG_CC,MAX_CC,PORTRAIT,FAULTY
10,1,0,5,22,0,0,5,10,0.3889,95,1,0,0,0.2833,0,0,8.3,123,2,0,NotFaulty
1,1,0,2,2,0,0,2,0,2,38,0,0,0,1,0,0,33,1234,2,0,NotFaulty
1,1,0,1,2,0,0,1,1,2,16,0,0,0,1,0,0,12,1235,1,0,Faulty
6,4,0,4,30,3,0,4,5,0.6,216,0.3333,0,0.9474,0.5,0,0,34.5,208,6,0.0198,Faulty
5,1,0,4,14,0,0,4,0,0.75,108,0.3333,0,0,0.4,0,0,19.4,252,5,0.0032,NotFaulty
18,1,0,21,93,0,0,21,0,0.702,1039,1,0,0,0.1889,0,0,55.8889,73,8,0.04,Faulty
8,1,0,5,20,12,0,5,1,0.6857,129,1,0,0,0.2321,0,0,14.5,166,2,0,NotFaulty
12,1,0,10,23,16,0,10,8,0.6705,420,0.875,0,0,0.1979,0,0,32.6667,114,11,0.004,Faulty
8,1,0,1,15,0,0,1,7,0.5714,133,1,0,0,0.35,0,0,15.25,173,4,0.0002,NotFaulty
12,1,0,0,21,0,0,0,9,0.1364,128,0,0,0,0.2917,1,1,9.5,116,4,0.0661,Faulty
11,1,0,3,25,0,0,3,6,0.52,241,1,0,0,0.2429,0,0,20.4545,129,3,0.0125,NotFaulty
8,1,0,2,8,28,0,2,8,2,8,0,0,0,0.3,0,0,0,178,1,0,NotFaulty
6,1,0,1,8,15,0,1,6,2,21,0,0,0,0.5833,0,0,2.5,239,3,0.015,NotFaulty
6,1,0,0,6,15,0,0,6,2,6,0,0,0,0.375,0,0,0,240,1,0,NotFaulty
5,1,0,0,6,0,0,0,0,0.125,100,0,0,0,0.55,0,0,18.2,289,1,0.0249,NotFaulty
16,1,0,6,34,62,0,6,3,0.6867,461,1,0,0,0.2813,0,0,27.1875,93,8,0.0172,Faulty
6,1,0,6,29,0,0,6,0,0.4364,383,0.7273,1,0,0.4792,0,0,61,251,9,0.0055,Faulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1507,1,0,Faulty
2,1,0,2,2,1,0,2,2,2,2,0,0,0,1,0,0,0,754,1,0,NotFaulty
9,1,0,0,10,2,0,0,8,0.6667,83,0.6667,1,0,0.5,1,1,7.8889,169,5,0.0004,NotFaulty
9,1,0,7,36,8,0,7,0,0.625,648,1,0,0,0.2469,0,0,70.2222,174,16,0.004,Faulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NotFaulty
1,1,0,0,2,0,0,0,0,2,26,0,0,0,1,0,0,21,1571,1,0,NotFaulty
2,1,0,2,3,1,0,2,0,0.5,21,0,0,0,0.75,0,0,7.5,786,1,0,NotFaulty
15,1,0,11,54,41,0,11,10,0.8048,675,0.5333,0,0,0.237,0,0,43,108,10,0.0079,NotFaulty
10,1,0,0,10,45,0,0,10,2,10,0,0,0,0.6,0,0,0,163,1,0,NotFaulty
14,1,0,1,25,3,0,1,13,0.6026,237,0,0,0,0.4048,0,0,15.5,118,5,0.0002,NotFaulty
5,3,0,1,18,0,0,1,4,0.55,387,0.4,0,0.9167,0.4,1,1,75.4,336,14,0.0002,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Faulty
1,1,0,1,2,0,0,1,0,2,8,0,1,0,1,0,0,3,1681,1,0,NotFaulty
2,3,0,1,3,1,0,1,0,2,8,0,0,1,0.75,0,0,3,841,1,0,NotFaulty
52,1,0,29,129,888,0,29,32,0.8739,2830,0.6486,0,0,0.1327,0,0,52.7115,37,60,0.0311,Faulty
1,1,0,0,1,0,0,0,0,2,169,0,0,0,0,0,0,132,1939,1,0,Faulty
36,1,0,4,52,282,0,4,7,0.7203,2855,0.2105,0,0,0.4057,0,0,77.7778,61,102,0.0076,Faulty
3,1,0,0,4,3,0,0,3,1.4375,23,0,2,0,0.5,0,0,4,733,2,0,NotFaulty
10,1,0,2,18,0,0,2,10,0.3333,107,1,0,0,0.375,1,1,9.5,223,4,0.0073,Faulty
7,1,0,11,39,0,0,11,7,0.3333,390,1,0,0,0.3095,0,0,54.2857,323,11,0,NotFaulty
1,4,0,0,2,0,0,0,1,2,4,0,0,1,1,0,0,3,2264,1,0,NotFaulty
1,1,0,0,2,0,0,0,0,2,12,0,1,0,1,0,0,6,2265,1,0,NotFaulty
3,1,0,4,5,3,0,4,3,1.2,29,0.2,0,0,0.5556,0,0,7,756,1,0,NotFaulty
1,1,0,2,3,0,0,2,1,2,39,0,1,0,1,0,0,32,2270,2,0,NotFaulty
5,1,0,3,8,2,0,3,0,0.5,64,0.5,0,0,0.5333,0,0,11,455,2,0,NotFaulty
2,1,0,2,4,1,0,2,1,1,17,1,0,0,0.6667,0,0,7,1139,1,0,Faulty
7,1,0,10,22,0,0,10,7,0.5833,133,1,0,0,0.3095,0,0,17.4286,326,2,0,NotFaulty
7,1,0,9,33,0,0,9,7,0.3889,258,1,0,0,0.3095,0,0,35.4286,328,5,0,NotFaulty
11,1,0,0,19,41,0,0,10,0.6333,186,1,0,0,0.3091,0,0,15.6364,210,4,0.0062,Faulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,2321,1,0,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,2322,1,0,NotFaulty
1,1,0,0,2,0,0,0,1,2,12,0,0,0,1,0,0,9,2323,1,0,NotFaulty
9,1,0,6,10,36,0,6,8,1.0625,16,0,1,0,0.5625,0,0,0.5556,259,1,0,NotFaulty
2,1,0,1,4,1,0,1,1,2,8,0,0,0,0.75,0,0,3,1167,1,0,Faulty
2,1,0,1,4,1,0,1,1,2,8,0,0,0,0.75,0,0,3,1168,1,0,Faulty
4,1,0,0,11,0,0,0,2,0,112,0,0,0,0.5,1,1,26,587,10,0,NotFaulty
14,1,0,12,51,67,0,12,8,0.641,764,0.6667,0,0,0.4017,0,0,53.3571,171,9,0.0127,Faulty
4,1,0,2,6,0,0,2,3,0.3333,46,1,0,0,0.5833,0,0,10.25,601,3,0,Faulty
4,1,0,2,6,0,0,2,3,0.3333,48,1,0,0,0.5833,0,0,10.75,603,3,0,Faulty
4,1,0,3,5,0,0,3,3,0.3333,50,1,0,0,0.5833,0,0,11.25,604,3,0,Faulty
4,1,0,2,6,0,0,2,3,0.5,37,1,0,0,0.5,0,0,7.75,605,1,0,Faulty
2,1,0,1,3,1,0,1,2,2,5,0,0,0,0.75,0,0,1.5,1212,1,0.0052,NotFaulty
7,1,0,9,15,0,0,9,6,0.5556,64,1,0,0,0.2857,0,0,7.7143,347,1,0,Faulty
1,1,0,1,2,0,0,1,1,2,12,0,0,0,1,0,0,9,2433,1,0,NotFaulty
8,1,0,2,19,2,0,2,6,0.1786,116,1,0,0,0.3438,0,0,13,305,2,0.0091,Faulty
2,1,0,0,3,1,0,0,2,2,5,0,0,0,0.6667,0,0,1.5,1222,1,0.0037,NotFaulty
1,1,0,1,2,0,0,1,0,2,18,0,2,0,1,0,0,12,2446,1,0,NotFaulty
5,1,0,2,10,0,0,2,4,0.375,60,1,0,0,0.6,0,0,10.6,490,2,0.0005,NotFaulty
11,1,0,11,28,19,0,11,5,0.64,338,1,0,0,0.3247,0,0,28.8182,225,7,0.0033,Faulty
8,1,0,9,21,0,0,9,8,0.6429,110,1,0,0,0.2917,0,0,12.25,310,2,0,NotFaulty
7,1,0,13,38,0,0,13,7,0.6667,389,1,0,0,0.3095,0,0,53.7143,357,6,0,NotFaulty
6,2,0,11,12,1,0,11,6,0.64,173,1,0,0.9412,0.35,0,0,26.1667,419,6,0.0021,NotFaulty
5,1,0,1,12,0,0,1,0,0.5833,94,0,1,0,0.5333,0,0,16.6,504,2,0.0019,Faulty
8,1,0,12,38,0,0,12,8,0.6905,437,1,0,0,0.2917,0,0,52.875,317,6,0,NotFaulty
13,1,0,7,39,72,0,7,12,0.8333,249,1,0,0,0.2308,0,0,18.0769,197,10,0.0202,NotFaulty
10,1,0,4,37,0,0,4,9,0.3889,278,1,0,0,0.34,0,0,26.6,258,5,0.0002,NotFaulty
12,4,0,12,29,0,0,12,12,0,113,1,0,0.6207,0.2197,0,0,8.3333,216,5,0,Faulty
13,3,0,11,23,58,0,11,11,0.9605,656,0.5789,0,0.4211,0.2197,0,0,48,202,23,0,NotFaulty
1,1,0,0,2,0,0,0,1,2,12,0,0,0,1,0,0,9,2639,1,0,NotFaulty
4,1,0,2,6,6,0,2,3,2,33,0,0,0,0.75,0,0,7.25,661,3,0,NotFaulty
4,1,0,2,6,6,0,2,3,2,31,0,0,0,0.75,0,0,6.75,662,3,0,NotFaulty
4,1,0,3,6,6,0,3,3,1,15,0,2,0,0.8333,0,0,2.25,663,1,0,NotFaulty
9,1,0,3,11,34,0,3,7,0.875,47,1,0,0,0.4167,0,0,4.1111,296,3,0.0174,NotFaulty
10,1,0,10,10,45,0,10,10,2,10,0,0,0,0.2889,0,0,0,267,1,0,Faulty
23,1,0,13,28,247,0,13,22,0.9091,131,1,0,0,0.2739,0,0,4.6522,117,2,0.0061,Faulty
16,1,0,4,25,108,0,4,15,0.8667,91,1,1,0,0.1852,0,0,4.5625,169,2,0.0058,Faulty
14,1,0,1,22,61,0,1,13,0.6923,175,0,2,0,0.3205,0,0,11.2857,195,3,0.0015,NotFaulty
4,1,0,3,6,0,0,3,3,0.6667,35,1,0,0,0.5,0,0,7.25,685,1,0,NotFaulty
3,1,0,5,7,3,0,5,2,2,21,0,0,0,0.6667,0,0,6,914,1,0.0007,NotFaulty
1,1,0,2,1,0,0,2,1,2,1,0,0,0,1,0,0,0,2744,1,0,NotFaulty
15,1,0,1,22,0,0,1,14,0.852,297,0.2857,2,0,0.381,0,0,17.8667,184,7,0.0008,NotFaulty
8,1,0,11,31,0,0,11,8,0.6905,314,1,0,0,0.2917,0,0,37.5,347,4,0,NotFaulty
3,1,0,1,4,0,0,1,2,0.6667,25,0.3333,0,0,0.5833,0,0,6.3333,928,1,0.0005,NotFaulty
6,1,0,4,6,15,0,4,6,2,6,0,0,0,0.4167,0,0,0,465,1,0,NotFaulty
10,1,0,2,25,0,0,2,7,0.7111,190,1,1,0,0.28,0,0,17.5,281,7,0,NotFaulty
22,1,0,6,52,95,0,6,7,0.7489,563,1,0,0,0.1948,0,0,24.0909,130,15,0.0012,Faulty
7,1,0,4,20,0,0,4,6,0.5556,85,1,0,0,0.3571,0,0,10.7143,412,3,0,NotFaulty
7,1,0,4,20,0,0,4,6,0.6667,227,1,0,0,0.3571,0,0,30.5714,416,11,0,NotFaulty
8,1,0,5,36,8,0,5,6,0.6286,272,1,0,0,0.3438,0,0,32.375,367,8,0,Faulty
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.6,0,0,0,588,1,0,NotFaulty
7,1,0,5,20,0,0,5,6,0.6905,165,1,0,0,0.3571,0,0,21.5714,422,3,0,Faulty
7,1,0,11,37,0,0,11,7,0.6905,348,1,0,0,0.3095,0,0,47.7143,424,6,0.0049,Faulty
12,1,0,3,13,66,0,3,12,2,15,0,0,0,0.875,0,0,0.25,248,1,0.0629,Faulty
1,2,0,1,2,0,0,1,1,2,11,0.5,0,1,1,0,0,8,2982,1,0,NotFaulty
14,1,0,0,17,89,0,0,14,0.9231,224,1,0,0,0.2714,0,0,14.9286,214,4,0.0317,NotFaulty
14,1,0,0,17,91,0,0,14,2,189,0,0,0,0.2976,0,0,12.5,216,7,0.0563,Faulty
3,1,0,1,6,1,0,1,2,0.5,40,1,0,0,0.5556,0,0,11.6667,1010,3,0,NotFaulty
6,1,0,0,14,13,0,0,5,0.8,58,0,0,0,0.6,0,0,8.5,506,3,0.0217,Faulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NotFaulty
1,1,0,0,4,0,0,0,0,2,15,0,0,0,1,0,0,11,3039,1,0,Faulty
9,1,0,3,18,0,0,3,8,0.5,1224,1,0,0,0.5,0,0,134.5556,339,3,0.003,Faulty
2,1,0,0,5,1,0,0,0,1,44,0,0,0,1,0,0,17,1526,1,0,NotFaulty
6,1,0,0,18,5,0,0,1,0.6,88,0.5,0,0,0.7,0,0,13.3333,510,2,0,NotFaulty
12,1,0,0,13,0,0,0,8,0.4545,275,1,0,0,0.4444,0,0,21.6667,257,7,0.0052,NotFaulty
7,1,0,0,10,21,0,0,7,2,155,0,0,0,0.3214,0,0,21.1429,443,4,0,NotFaulty
2,1,0,0,5,1,0,0,1,2,36,0,0,0,0.5,0,0,17,1555,4,0,NotFaulty
2,1,0,0,7,1,0,0,2,2,21,0,0,0,0.5,0,0,9.5,1557,2,0,NotFaulty
3,1,0,0,8,3,0,0,1,1,27,0,0,0,0.3333,0,0,7.6667,1,2,0,NotFaulty
3,1,0,1,4,3,0,1,3,2,8,0,0,0,0.6667,0,0,1.6667,2,1,0.1572,Faulty
27,1,0,0,43,13,0,0,13,0.601,1174,1,0,0,0.2531,0,0,42.1852,6,26,0.1629,Faulty
13,1,0,1,22,24,0,1,13,0.75,177,0.1667,0,0,0.3846,1,1,12.1538,13,3,0.1542,Faulty
4,1,0,1,5,6,0,1,4,2,9,0,0,0,1,0,0,1.25,46,1,0.1422,Faulty
4,1,0,0,17,6,0,0,4,2,147,0,0,0,0.3333,0,0,35.75,50,7,0,NotFaulty
12,1,0,0,12,66,0,0,12,2,12,0,0,0,0.5833,0,0,0,17,1,0,NotFaulty
14,1,0,1,25,3,0,1,13,0.6026,237,0,0,0,0.4048,0,0,15.5,16,5,0.1628,NotFaulty
5,4,0,1,18,0,0,1,4,0.55,380,0.4,0,0.9167,0.4,1,1,74,51,14,0.1628,NotFaulty
1,1,0,0,1,0,0,0,0,2,87,0,0,0,0,0,0,68,259,1,0,NotFaulty
22,1,0,4,38,153,0,4,7,0.8503,3785,0.1143,0,0,0.381,0,0,169.4545,25,236,0.1628,NotFaulty
3,1,0,0,4,3,0,0,3,1.4375,23,0,2,0,0.5,0,0,4,191,2,0,NotFaulty
18,1,0,4,28,51,0,4,15,0.81,503,1,0,0,0.1984,0,0,26.2222,35,19,0,Faulty
8,1,0,0,25,22,0,0,6,0.4286,126,1,0,0,0.1786,0,0,14.625,82,5,0,NotFaulty
4,1,0,0,5,4,0,0,1,0.9167,60,0.125,7,0,0.6667,0,0,12,165,1,0,NotFaulty
8,1,0,1,27,18,0,1,6,0.4286,567,1,0,0,0.3143,0,0,68.875,86,8,0,Faulty
17,1,0,2,39,0,0,2,17,0.5,415,0.5,0,0,0.4265,0,0,23.2941,43,5,0.146,Faulty
18,1,0,1,18,153,0,1,18,2,18,0,0,0,0.3704,0,0,0,41,1,0,Faulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,755,1,0,NotFaulty
4,1,0,0,6,0,0,0,2,0.875,83,0.125,7,0,0.5556,1,1,17.75,190,5,0.0003,NotFaulty
2,1,0,2,3,1,0,2,2,2,7,0,0,0,0.75,0,0,2.5,382,1,0,NotFaulty
4,1,0,2,10,0,0,2,4,0,83,0,0,0,0.4,0,0,19.5,193,2,0,Faulty
4,1,0,0,18,0,0,0,3,1.1667,130,0.5,0,0,0.3333,0,0,30,196,6,0,NotFaulty
2,1,0,2,4,0,0,2,2,0,33,1,0,0,0.6667,0,0,14.5,394,3,0,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Faulty
2,1,0,1,3,1,0,1,0,2,10,0,0,0,0.75,0,0,3,395,1,0,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Faulty
2,1,0,1,3,1,0,1,0,2,11,0,0,0,0.75,0,0,3,396,1,0,NotFaulty
6,1,0,5,39,0,0,5,5,0.6,339,1,0,0,0.3333,0,0,54.6667,135,8,0.1633,Faulty
1,4,0,0,2,0,0,0,1,2,5,0,0,1,1,0,0,4,816,1,0.0001,NotFaulty
11,1,0,20,102,1,0,20,0,0.7333,1192,1,0,0,0.2273,0,0,106,81,27,0.1663,NotFaulty
1,1,0,0,2,0,0,0,0,2,36,0,0,0,1,0,0,27,895,1,0,Faulty
4,4,0,0,8,6,0,0,4,2,20,0,0,1,0.6667,0,0,4,234,1,0,NotFaulty
18,1,0,16,61,69,0,16,0,0.8067,745,1,0,0,0.2374,0,0,40,55,12,0.1679,Faulty
4,1,0,6,39,0,0,6,0,0.8889,235,0.5,0,0,0.375,0,0,56.25,251,12,0.1449,Faulty
9,1,0,3,18,0,0,3,9,0,53,1,0,0,0.2593,0,0,4.7778,112,1,0,NotFaulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,508,1,0,Faulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,509,1,0,Faulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Faulty
4,1,0,5,14,0,0,5,4,0.8,91,0.2,0,0,0.4375,0,0,20.5,257,3,0,NotFaulty
6,1,0,1,7,13,0,1,0,0.4,35,0,0,0,0.3889,0,0,4.6667,172,1,0,NotFaulty
16,1,0,9,68,8,0,9,4,0.6833,814,1,0,0,0.2361,0,0,49.375,68,14,0.1166,Faulty
5,1,0,1,14,4,0,1,4,0.5833,145,0.6667,1,0,0.5,0,0,27.4,224,9,0.0645,Faulty
3,1,0,0,8,3,0,0,0,1.3333,205,0,0,0,0.5,0,0,63.3333,375,3,0,Faulty
26,1,0,10,55,0,0,10,22,0.344,705,1,0,0,0.1846,0,0,25.7308,44,3,0.1671,Faulty
4,1,0,0,5,4,0,0,1,0.9394,78,0.0909,10,0,0.6667,0,0,15.75,293,1,0,NotFaulty
62,1,0,27,125,1757,0,27,46,0.8778,815,1,0,0,0.1028,0,0,11.9677,20,14,0.157,Faulty
3,1,0,0,4,0,0,0,0,0,17,1,0,0,0.8333,0,0,4.3333,426,1,0,NotFaulty
80,1,0,22,171,1344,0,22,52,0.8432,2846,0.7222,0,0,0.1006,0,0,34.125,18,32,0.1844,Faulty
3,1,0,2,7,3,0,2,3,2,28,0,0,0,0.8333,0,0,8.3333,499,2,0.0001,Faulty
10,1,0,3,21,0,0,3,1,0.619,477,1,0,0,0.5,0,0,45.3,153,9,0.0018,Faulty
6,1,0,2,16,0,0,2,0,0.4667,178,1,0,0,0.6111,0,0,28.1667,258,5,0.0017,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Faulty
8,1,0,1,11,0,0,1,0,0.3571,107,1,0,0,0.4167,0,0,11.875,194,2,0,NotFaulty
13,1,0,7,36,58,0,7,13,0.7917,191,1,0,0,0.2019,0,0,13.3846,121,6,0.1628,Faulty
11,1,0,4,21,1,0,4,9,0.5143,258,1,0,0,0.2468,0,0,21.8182,146,5,0.1633,NotFaulty
10,1,0,5,22,0,0,5,10,0.3889,95,1,0,0,0.2833,0,0,8.3,162,2,0,NotFaulty
7,1,0,0,12,1,0,0,6,0.2778,103,1,0,0,0.619,0,0,13.2857,233,3,0,Faulty
1,1,0,3,2,0,0,3,0,2,54,0,0,0,1,0,0,48,1636,3,0,Faulty
18,1,0,4,44,0,0,4,4,0.6787,981,0.4615,0,0,0.2431,0,0,52.7778,95,29,0.1275,Faulty
4,1,0,5,26,2,0,5,3,0.6667,395,0,0,0,0.4375,0,0,97.25,439,29,0,NotFaulty
30,4,0,8,75,349,0,8,23,0.9368,515,0.6667,0,0.7627,0.1552,1,2,15.7667,60,8,0.14,Faulty
5,1,0,4,14,0,0,4,0,0.75,108,0.3333,0,0,0.4,0,0,19.4,364,5,0.1628,NotFaulty
2,1,0,3,3,1,0,3,1,1,11,1,0,0,0.6667,0,0,4,912,1,0,Faulty
12,1,0,5,22,40,0,5,2,0.8052,116,1,0,0,0.1944,0,0,8.0833,159,3,0,NotFaulty
12,1,0,12,33,12,0,12,8,0.6909,377,0.8667,0,0,0.2188,0,0,29.1667,162,7,0.166,NotFaulty
8,1,0,1,15,0,0,1,7,0.5714,133,1,0,0,0.35,0,0,15.25,244,4,0.1628,Faulty
1,4,0,0,2,0,0,0,1,2,5,0,0,1,1,0,0,4,1960,1,0,NotFaulty
12,1,0,0,21,0,0,0,9,0.1364,138,0,0,0,0.2917,1,1,10.3333,164,6,0.1573,Faulty
11,1,0,3,25,0,0,3,6,0.52,241,1,0,0,0.2429,0,0,20.4545,181,3,0.1626,NotFaulty
8,1,0,2,8,28,0,2,8,2,8,0,0,0,0.3,0,0,0,250,1,0,NotFaulty
6,1,0,1,8,15,0,1,6,2,21,0,0,0,0.5833,0,0,2.5,335,3,0.1606,NotFaulty
6,1,0,0,6,15,0,0,6,2,6,0,0,0,0.375,0,0,0,336,1,0,NotFaulty
5,1,0,0,6,0,0,0,0,0.125,100,0,0,0,0.55,0,0,18.2,404,1,0.1599,NotFaulty
17,1,0,7,35,72,0,7,4,0.65,474,1,0,0,0.3137,0,0,26.2941,121,8,0.1649,Faulty
6,1,0,7,29,0,0,7,0,0.45,395,0.6667,1,0,0.4792,0,0,62.8333,347,9,0.162,Faulty
4,1,0,1,4,6,0,1,4,2,4,0,0,0,0.5,0,0,0,522,1,0,Faulty
2,1,0,2,2,1,0,2,2,2,2,0,0,0,1,0,0,0,1045,1,0,NotFaulty
9,1,0,0,10,2,0,0,8,0.6667,83,0.6667,1,0,0.5,1,1,7.8889,233,5,0.1628,NotFaulty
10,1,0,8,37,17,0,8,0,0.5556,659,1,0,0,0.2778,0,0,64.2,215,16,0.1635,Faulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Faulty
1,1,0,0,2,0,0,0,0,2,26,0,0,0,1,0,0,21,2154,1,0,NotFaulty
2,1,0,2,3,1,0,2,0,0.5,21,0,0,0,0.75,0,0,7.5,1078,1,0,NotFaulty
15,1,0,11,54,41,0,11,10,0.8048,675,0.5333,0,0,0.237,0,0,43,147,10,0.1567,Faulty
12,1,0,0,12,66,0,0,12,2,12,0,0,0,0.5833,0,0,0,184,1,0,Faulty
14,1,0,1,25,3,0,1,13,0.6026,237,0,0,0,0.4048,0,0,15.5,159,5,0.1628,NotFaulty
5,3,0,1,18,0,0,1,4,0.55,387,0.4,0,0.9167,0.4,1,1,75.4,453,14,0.1654,Faulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Faulty
1,1,0,1,2,0,0,1,0,2,8,0,1,0,1,0,0,3,2266,1,0,NotFaulty
2,3,0,1,3,1,0,1,0,2,8,0,0,1,0.75,0,0,3,1134,1,0,NotFaulty
64,1,0,33,151,1520,0,33,40,0.893,3329,0.5952,0,0,0.1122,0,0,50.3594,40,60,0.1702,Faulty
1,1,0,0,1,0,0,0,0,2,174,0,0,0,0,0,0,136,2571,1,0,Faulty
36,1,0,4,52,282,0,4,7,0.7203,3060,0.2105,0,0,0.4057,0,0,83.4722,79,112,0.1621,Faulty
3,1,0,0,4,3,0,0,3,1.4375,23,0,2,0,0.5,0,0,4,951,2,0,Faulty
10,1,0,2,18,0,0,2,10,0.3333,104,1,0,0,0.375,1,1,9.2,288,4,0.165,NotFaulty
